"index","original_content","translated_content"
"876","You did pass the bar,",""
"879","didn't you?",""
"888","Sorry,",""
"890"," I couldn't hear your",""
"892","answer.",""
"895"," I'll ask once more:",""
"905","The,",""
"907"," um,",""
"910"," defendant?",""
"914","That's...",""
"916"," er... ",""
"919","Mia Fey?",""
"928","Wrong, Wright.",""
"930","Look, I have to leave.",""
"932","I have to go home. I'm...",""
"936","I'm expecting a delivery.",""
"941","Aw, c'mon Chief.",""
"944","There's no need to be",""
"946","going so soon, is there?",""
"954","Listen, Wright!",""
"956","The defendant is the one",""
"958","on trial--",""
"962","your client!",""
"965","I mean, ",""
"967","that's about as",""
"969","basic as you can get!",""
"974","(I put my foot in it this time!",""
"976"," ",""
"978","I've got to relax!)",""
"988","Sorry,",""
"990"," I couldn't hear your",""
"992","answer.",""
"995"," I'll ask once more:",""
"1004","The defendant? ",""
"1006","Well,",""
"1008"," that's",""
"1010","Larry Butz,",""
"1012"," Your Honor.",""
"1019","Correct.",""
"1022","Just keep your wits about",""
"1024","you and you'll do fine.",""
"1026","Next question:",""
"1029","This is a murder trial.",""
"1031"," Tell me,",""
"1033","what's the ",""
"1035","victim's name",""
"1037","?",""
"1044","(Whew, ",""
"1046","I know this one! ",""
"1048","Glad",""
"1050","I read the case report cover",""
"1052","to cover so many times.)",""
"1056","(It's...",""
"1059"," wait... ",""
"1063","Uh-",""
"1065","oh!)",""
"1074","(No... ",""
"1077","no way!",""
"1082"," I forgot!",""
"1086","I'm drawing a total blank",""
"1088","here!)",""
"1098","Phoenix!",""
"1101"," ",""
"1103","Are you absolutely",""
"1105","SURE you're up to this?",""
"1110","You don't even know the",""
"1112","victim's name!?",""
"1116","Oh, the victim!",""
"1118"," O-",""
"1121","Of course",""
"1123","I know the victim's name!",""
"1125","I,",""
"1127"," um,",""
"1129"," just forgot.",""
"1132","...",""
"1134","Temporarily.",""
"1139","I think I feel a migraine",""
"1141","coming on.",""
"1145","Look,",""
"1147"," the victim's name is",""
"1149","listed in the ",""
"1151","Court Record",""
"1153",".",""
"1155","Just press ",""
"1159"," to",""
"1161","check it at any time,",""
"1163"," okay?",""
"1166","Remember to check it often.",""
"1169","Do it for me, please.",""
"1172","I'm begging you.",""
"1180","Mr. Wright.",""
"1183","Who is the ",""
"1185","victim",""
"1187"," in this case?",""
"1201","Um... ",""
"1204","Mia Fey?",""
"1214","W-",""
"1216","W-",""
"1218","What!?",""
"1220"," How can I be",""
"1222","the victim!?",""
"1228","Oh!",""
"1230"," Right!",""
"1232"," Sorry!",""
"1234"," I,",""
"1236"," er,",""
"1240","it was the first name that",""
"1242","popped into my head,",""
"1244"," and--",""
"1248","The ",""
"1251","Court Record",""
"1253",", Wright!",""
"1257","Remember to use it when you're",""
"1259","in a pinch with ",""
"1263",".",""
"1268","Let me ask that one again:",""
"1279","Oh,",""
"1281"," um,",""
"1283"," wasn't it Ms. Block?",""
"1287","Ms. Cinder Block?",""
"1295","The person in question was a",""
"1297","victim of murder,",""
"1299"," not ill-",""
"1301","conceived naming, ",""
"1303","Mr. Wright.",""
"1308","Wright?",""
"1310","If you forget something,",""
"1312"," use",""
"1317"," to check the Court",""
"1319","Record and jog your memory.",""
"1325","A mistake in court",""
"1327","could cost you the case.",""
"1333","I'll ask you again:",""
"1344","Um... ",""
"1347","the victim's name",""
"1349","is Cindy Stone.",""
"1358","Correct.",""
"1361","Now, tell me, what",""
"1363","was the cause of death?",""
"1371","She died because she was...?",""
"1384","Oh, right!",""
"1387"," Wasn't she, um,",""
"1389","poisoned by er...",""
"1391"," poison?",""
"1400","You're asking me!?",""
"1406","Um...",""
"1409"," Chief!",""
"1411"," Help me out!",""
"1415","Check the court record.",""
"1420"," ",""
"1423","...",""
"1426"," remember?",""
"1431","(Geez.",""
"1433"," Give a guy a break!)",""
"1440","Let me ask again.",""
"1449","Right...",""
"1451"," she was",""
"1453","strangled, wasn't she?",""
"1461","Please tell me that was",""
"1463","you talking to yourself.",""
"1475","If you wish to hang yourself,",""
"1477","Mr. Wright,",""
"1479"," you're welcome to,",""
"1481","but not inside my courtroom.",""
"1483","I suppose there's nothing to",""
"1485","do but give you another try:",""
"1494","She was struck once,",""
"1497","by a blunt object.",""
"1505","Correct.",""
"1508","You've answered all my",""
"1510","questions.",""
"1512"," I see no reason",""
"1514","why we shouldn't proceed.",""
"1517","You seem much more relaxed,",""
"1520","Mr. Wright.",""
"1522"," Good for you.",""
"1527","Thank you,",""
"1529"," Your Honor.",""
"1538","(Because I don't FEEL ",""
"1540","relaxed,",""
"1542"," that's for sure.)",""
"1550","Well, then...",""
"1554","First,",""
"1556"," a question for the",""
"1558","prosecution.",""
"1560"," Mr. Payne?",""
"1565","Yes,",""
"1567"," Your Honor?",""
"1572","As Mr. Wright just told us,",""
"1575","the victim was struck with",""
"1577","a blunt object.",""
"1579","Would you explain to the court",""
"1583","just what that ""object"" was?",""
"1591","The murder weapon was this",""
"1593","statue of ",""
"1595","""The Thinker.""",""
"1598","It was found lying on the",""
"1600","floor,",""
"1602"," next to the victim.",""
"1607","I see...",""
"1609"," The court accepts",""
"1611","it into evidence.",""
"1618","Statue added to the",""
"1620","Court Record.",""
"1627","Wright...",""
"1631","Be sure to pay attention to",""
"1633","any evidence added during",""
"1635","the trial.",""
"1637","That evidence is the only",""
"1639","ammunition you have in court.",""
"1642","Use ",""
"1646"," to check the",""
"1648","Court Record frequently.",""
"1666","Mr. Payne,",""
"1668"," the prosecution",""
"1670","may call its first witness.",""
"1675","The prosecution calls the",""
"1677","defendant,",""
"1679"," Mr. Butz, ",""
"1681","to the",""
"1683","stand.",""
"1688","Um, Chief,",""
"1690"," what do I do now?",""
"1695","Pay attention.",""
"1697"," You don't want",""
"1699","to miss any information that",""
"1701","might help your client's case.",""
"1704","You'll get your chance to",""
"1706","respond to the prosecution",""
"1708","later,",""
"1710"," so be ready!",""
"1712","Let's just hope he doesn't",""
"1714","say anything...",""
"1716"," unfortunate.",""
"1722","(Uh oh,",""
"1724"," Larry gets excited",""
"1726","easily...",""
"1728"," This could be bad.)",""
"1755","Ahem.",""
"1758","Mr. Butz.",""
"1760"," Is it not true that",""
"1762","the victim had recently",""
"1764","dumped you?",""
"1777","Hey,",""
"1779"," watch it buddy!",""
"1784","We were great together!",""
"1788","We were Romeo and Juliet,",""
"1792","Cleopatra and Mark Anthony!",""
"1808","(Um...",""
"1812"," didn't they all die?)",""
"1820","I wasn't dumped! ",""
"1822","She just",""
"1824","wasn't taking my phone calls.",""
"1827","Or seeing me...",""
"1829"," Ever.",""
"1835","WHAT'S IT TO YOU, ANYWAY!?",""
"1846","Mr. Butz, what you describe",""
"1848","is generally what we mean",""
"1850","by ""dumped.""",""
"1852","In fact,",""
"1854"," she had completely",""
"1856","abandoned you...",""
"1858"," and was",""
"1860","seeing other men!",""
"1862","She had just returned from",""
"1864","overseas with one of them",""
"1866","the day before the murder!",""
"1875","Whaddya mean, ",""
"1877","""one of them""!?",""
"1883","Lies!",""
"1885"," ",""
"1887","All of it,",""
"1889"," lies!",""
"1892","I don't believe a word of it!",""
"1903","Your Honor,",""
"1905"," the",""
"1907","victim's passport.",""
"1909","According to this,",""
"1911"," she was",""
"1913","in Paris until the day before",""
"1915","she died.",""
"1923","Passport added to",""
"1925","the Court Record.",""
"1933","Hmm...",""
"1935"," Indeed,",""
"1937"," she appears",""
"1939","to have returned the day",""
"1941","before the murder.",""
"1950","Dude...",""
"1952"," no way... ",""
"1958","The victim was a model,",""
"1960"," but",""
"1962","did not have a large income.",""
"1964","It appears that she had",""
"1966","several ",""
"1969","""Sugar Daddies.""",""
"1979","Daddies?",""
"1982","Sugar?",""
"1992","Yes.",""
"1994"," Older men,",""
"1996"," who gave",""
"1998","her money and gifts.",""
"2000","She took their money and used",""
"2002","it to support her lifestyle.",""
"2008","Duuude!",""
"2014","We can clearly see what kind",""
"2016","of woman this Ms. Stone was.",""
"2018","Tell me,",""
"2020"," Mr. Butz,",""
"2022"," ",""
"2025","what do",""
"2027","you think of her now?",""
"2034","Wright...",""
"2036","I don't think you want",""
"2038","him to answer that question.",""
"2045","(Yeah... Larry has a way of",""
"2047","running his mouth in all",""
"2049","the wrong directions.)",""
"2052","(Should I...?)",""
"2071","My client had no idea the",""
"2073","victim was seeing other men!",""
"2076","That question is irrelevant",""
"2078","to this case!",""
"2091","Oof! ",""
"2094","*wince*",""
"2103","Dude! ",""
"2105","Nick!",""
"2110","Whaddya mean, ",""
"2112","""irrelevant""!?",""
"2115","That cheatin' ",""
"2117","she-dog!",""
"2127","(Might be better not to",""
"2129","get involved in this one...)",""
"2135","Well, Mr. Butz?",""
"2147","Dude,",""
"2149"," no way!",""
"2155","That cheatin' ",""
"2157","she-dog!",""
"2169","I'm gonna die.",""
"2173","I'm just gonna drop dead!",""
"2192","Yeah,",""
"2194"," and when ",""
"2196","I meet her in ",""
"2198","the afterlife.",""
"2200",".",""
"2202",".",""
"2206","I'm going to get to the bottom ",""
"2208","of this!",""
"2224","Let's continue with the trial,",""
"2226","shall we?",""
"2231","I believe the accused's",""
"2233","motive is clear to everyone.",""
"2238","Yes, quite.",""
"2247","(Oh boy.",""
"2249"," This is so not",""
"2251","looking good.)",""
"2263","Next question!",""
"2266","You went to the victim's ",""
"2268","apartment on the day of",""
"2270","the murder,",""
"2272"," did you not?",""
"2280","Gulp!",""
"2286","Well,",""
"2288"," did you, or did you not?",""
"2301","Heh?",""
"2303"," Heh heh.",""
"2305"," Well,",""
"2307"," maybe",""
"2309","I did,",""
"2311"," and maybe I didn't!",""
"2321","(Uh oh. He went.)",""
"2324","(What do I do?)",""
"2338","(I know!",""
"2340"," I'll send him ",""
"2342","a signal...)",""
"2354","(TELL ",""
"2358","THE ",""
"2361","TRUTH)",""
"2377","Er...",""
"2379"," Yeah! ",""
"2381","Yeah!",""
"2383","I was there!",""
"2385"," ",""
"2387","I went!",""
"2409","Order!",""
"2412","Well,",""
"2414"," Mr. Butz?",""
"2420","Dude,",""
"2423"," chill!",""
"2427","She wasn't home, man... ",""
"2430","So, ",""
"2432","like,",""
"2434"," I didn't see her.",""
"2447","Your Honor,",""
"2449"," the defendant",""
"2451","is lying.",""
"2456","Lying?",""
"2464","The prosecution would like",""
"2466","to call a ",""
"2468","witness",""
"2471"," who can",""
"2473","prove Mr. Butz is lying.",""
"2482","(I'll send him a signal...)",""
"2493","(LIE ",""
"2495","LIKE ",""
"2499","A DOG)",""
"2512","Um,",""
"2514"," ",""
"2516","well,",""
"2518"," see,",""
"2520"," it's like this:",""
"2523","I don't remember.",""
"2532","You ""don't remember""?",""
"2535","Well then,",""
"2537"," we'll just",""
"2539","have to remind you!",""
"2546","(I got a bad feeling",""
"2548","about this...)",""
"2555","We have ",""
"2558","a ",""
"2560","witness",""
"2562"," that can",""
"2564","prove he DID go to the",""
"2566","victim's apartment that day!",""
"2574","Well,",""
"2576"," that simplifies matters.",""
"2579","Who is your witness?",""
"2584","The man who found",""
"2586","the victim's body.",""
"2588","Just before making the",""
"2590","gruesome discovery...",""
"2602","He saw the defendant ",""
"2604","fleeing",""
"2606","the ",""
"2608","scene of the crime!",""
"2632","Order!",""
"2634"," Order in the court!",""
"2638","Mr. Payne,",""
"2641"," the prosecution",""
"2643","may call its witness.",""
"2651","Yes, Your Honor.",""
"2663","(This is ",""
"2665","bad...)",""
"2676","On the day of the murder,",""
"2678"," my",""
"2680","witness was selling newspapers",""
"2682","at the victim's building.",""
"2686","Please bring Mr. Frank Sahwit",""
"2688","to the stand!",""
"2712","Mr. Sahwit, ",""
"2714","you sell newspaper",""
"2716","subscriptions,",""
"2718"," is this correct?",""
"2725","Oh, ",""
"2727","oh yes!",""
"2730","Newspapers,",""
"2732"," yes!",""
"2737","Mr. Sahwit,",""
"2739"," you may proceed",""
"2741","with your testimony.",""
"2744","Please tell the court what",""
"2746","you saw on the day of the",""
"2748","murder.",""
"2771","-- Witness's Account --",""
"2787","I was going door-to-door,",""
"2790","selling subscriptions when I saw",""
"2792","a man fleeing an apartment.",""
"2800","I thought he must be in a",""
"2802","hurry because he left the",""
"2804","door half-open behind him.",""
"2810","Thinking it strange,",""
"2812"," I looked",""
"2814","inside the apartment.",""
"2823","Then I saw her lying there...",""
"2825"," ",""
"2828","A woman... ",""
"2830","not moving... ",""
"2835","dead!",""
"2841","I quailed in fright and found",""
"2843","myself unable to go inside.",""
"2849","I thought to call the police",""
"2851","immediately!",""
"2857","However, the phone in her",""
"2859","apartment wasn't working.",""
"2865","I went to a nearby park and",""
"2867","found a public phone.",""
"2875","I remember the time exactly:",""
"2878","It was 1:00 PM.",""
"2885","The man who ran was,",""
"2887"," without",""
"2889","a doubt,",""
"2891"," the defendant sitting",""
"2893","right over there.",""
"2912","Hmm... ",""
"2921","(Larry! Why didn't you",""
"2923","tell the truth?)",""
"2929","(I can't defend you against",""
"2931","a testimony like that!)",""
"2937","Incidentally,",""
"2939"," why wasn't",""
"2941","the phone in the victim's",""
"2943","apartment working?",""
"2948","Your Honor,",""
"2950"," at the time of",""
"2952","the murder,",""
"2954"," there was a ",""
"2956","blackout in the building.",""
"2961","Aren't phones supposed to",""
"2963","work during a blackout?",""
"2968","Yes, ",""
"2970","Your Honor...",""
"2972","However,",""
"2974"," some cordless phones",""
"2976","do not function normally.",""
"2980","The phone that Mr. Sahwit",""
"2982","used was one of those.",""
"2987","Your Honor...",""
"2991","I have a record of the",""
"2993","blackout,",""
"2995"," for your perusal.",""
"3003","Blackout Record added",""
"3005","to the Court Record.",""
"3013","Now,",""
"3015"," Mr. Wright...",""
"3024","Yes!",""
"3028","Er...",""
"3031"," yes,",""
"3033"," Your Honor?",""
"3039","You may begin your",""
"3045","cross-examination",""
"3047",".",""
"3054","C-",""
"3058","Cross-examination",""
"3060",",",""
"3064","Your Honor?",""
"3071","Alright, ",""
"3073","Wright,",""
"3075"," this is it.",""
"3079","The real deal!",""
"3085","Uh...",""
"3088"," what exactly am I",""
"3090","supposed to do?",""
"3095","Why,",""
"3097"," you expose the ",""
"3099","lies",""
"3101"," in",""
"3103","the testimony the witness",""
"3105","just gave!",""
"3113","Lies!",""
"3115"," What?! ",""
"3118","He was lying!?",""
"3122","Your client is innocent,",""
"3125","right?",""
"3127","Then that witness must have",""
"3129","lied in his testimony!",""
"3132","Or is your client",""
"3134"," really...",""
"3137","guilty?",""
"3146","!!",""
"3148","! ",""
"3151","How do I prove he's not?",""
"3156","You hold the key!",""
"3160","It's in the ",""
"3162","evidence",""
"3164","!",""
"3166","Compare the witness's",""
"3168","testimony to the evidence",""
"3170","at hand.",""
"3172","There's bound to be a",""
"3175","contradiction",""
"3177"," in there!",""
"3180","First,",""
"3182"," find contradictions",""
"3184","between the ",""
"3186","Court Record",""
"3189","and the witness's testimony.",""
"3191","Then,",""
"3193"," once you've found the",""
"3195","contradicting ",""
"3197","evidence",""
"3199","... ",""
"3207","present",""
"3209"," it and ",""
"3211","rub",""
"3213","it in the witness's face!",""
"3218","Um... ",""
"3221","okay.",""
"3225","Open the Court Record with",""
"3230",", ",""
"3232","then point out",""
"3235","contradictions",""
"3237"," in the testimony!",""
"3264","-- Witness's Account --",""
"3285","I was going door-to-door,",""
"3287","selling subscriptions when I saw",""
"3289","a man fleeing an apartment.",""
"3302","I thought he must be in a",""
"3304","hurry because he left the",""
"3306","door half-open behind him.",""
"3319","Thinking it strange, I looked",""
"3321","inside the apartment.",""
"3334","Then I saw her lying there... ",""
"3336","A woman... not moving... dead!",""
"3349","I quailed in fright and found",""
"3351","myself unable to go inside.",""
"3364","I thought to call the police",""
"3366","immediately!",""
"3379","However, the phone in her",""
"3381","apartment wasn't working.",""
"3394","I went to a nearby park and",""
"3396","found a public phone.",""
"3409","I remember the time exactly:",""
"3411","It was 1:00 PM.",""
"3424","The man who ran was, without",""
"3426","a doubt, the defendant sitting",""
"3428","right over there.",""
"3438","That's all of it.",""
"3440","There must be a contradiction",""
"3442","in there somewhere.",""
"3444","Examine the Court Record with",""
"3450"," if something strikes",""
"3452","you as being suspicious.",""
"3454","Then,",""
"3456"," find the evidence that",""
"3458","contradicts his testimony,",""
"3461","and ",""
"3463","present",""
"3465"," it to the court!",""
"3483","Isn't a man leaving an",""
"3485","apartment a common sight?",""
"3488","I find it odd you would",""
"3490","take notice of him...",""
"3500","Er... ",""
"3503","heh.",""
"3505","I don't know.",""
"3507"," He just seemed",""
"3509","strange to me,",""
"3511"," that's all.",""
"3513","Like he was mad,",""
"3515"," and yet",""
"3517","frightened at the same time.",""
"3520","Just like... ",""
"3525","a criminal fleeing",""
"3527","the scene of a crime!",""
"3542","The defense requests that",""
"3544","the witness refrain from",""
"3546","conjecture!",""
"3556","Of course. ",""
"3558","What the witness",""
"3560","means is that the man he saw",""
"3562","looked suspicious.",""
"3564","So, ",""
"3566","what happened next?",""
"3585","Half-open... ",""
"3588","you say?",""
"3597","Yes,",""
"3599"," yes,",""
"3601"," the door was",""
"3603","open halfway.",""
"3605"," Yes.",""
"3607","I watched for a moment,",""
"3609"," but",""
"3611","no one came to close the door.",""
"3613","""That's odd,",""
"3615"," in a big city",""
"3617","like this,""",""
"3619"," I thought... ",""
"3624","I see.",""
"3627","And ",""
"3629","what happened next?",""
"3647","What gave you the",""
"3649","idea to do that?",""
"3659","Well, ",""
"3661","the door was half-open,",""
"3664","you see.",""
"3667","Isn't it only human",""
"3669","to want ",""
"3671","to...",""
"3674"," peek?",""
"3676","We climb mountains because",""
"3678","they are there! ",""
"3681","It's the same thing.",""
"3690","Truer words have never",""
"3692","been spoken!",""
"3694"," ",""
"3697","Anyone would look inside!",""
"3704","(Hmm...",""
"3707"," why did Payne cut",""
"3709","him off so quickly?)",""
"3717","So, you looked into the",""
"3719","apartment. ",""
"3722","What happened then?",""
"3744","Are you sure she was dead?",""
"3754","W-",""
"3756","Well, ",""
"3761","no,",""
"3763"," I guess I wasn't.",""
"3767","But, ",""
"3769","she wasn't moving at",""
"3771","all, ",""
"3773","and there was blood",""
"3775","everywhere.",""
"3782","(I guess that would look",""
"3784","fatal to anyone...)",""
"3789","Very well,",""
"3791"," what happened next?",""
"3809","So, ",""
"3811","you didn't touch",""
"3815","ANYTHING",""
"3818"," in the apartment?",""
"3828","Um, ",""
"3830","yes. ",""
"3834","I mean no!",""
"3836"," Nothing.",""
"3845","Okay.",""
"3848","What happened next?",""
"3870","You ""thought"" to call the",""
"3872","police? ",""
"3874","Does that mean you",""
"3876","didn't actually call them!?",""
"3885","Please, please... ",""
"3887","Listen to",""
"3889","the rest of the testimony.",""
"3891","You thought to call the",""
"3893","police... ",""
"3895","What happened next?",""
"3913","The phone in her apartment",""
"3915","wasn't working?",""
"3920","Yes. I mean, no.",""
"3923","No, it wasn't. Right.",""
"3928","But you said you didn't",""
"3930","go into the apartment... ",""
"3932","or did you!?",""
"3937","Oh, oh, that? I can explain",""
"3939","that!",""
"3941","There was a cordless phone",""
"3943","on a shelf in the entranceway.",""
"3945","I reached inside and tried",""
"3947","using that to call... ",""
"3952","And that phone wasn't",""
"3954","working, correct?",""
"3956","What happened next?",""
"3974","Why use a public phone?",""
"3983","Well, you see, I don't",""
"3985","have a cell phone.",""
"3987","And, being the middle of the",""
"3989","afternoon, there was no answer",""
"3991","at the nearby apartments.",""
"4000","Ah, right... what time",""
"4002","did you call again?",""
"4026","1:00 PM! ",""
"4030","Are you certain?",""
"4036","Yes.",""
"4039","Absolutely.",""
"4046","(Hmm...",""
"4049"," He seems really",""
"4051","confident.)",""
"4061","1:00 PM",""
"4063","?",""
"4066","Wright.",""
"4068"," Doesn't that",""
"4070","seem strange to you?",""
"4075","Present some ",""
"4077","evidence",""
"4080","to ",""
"4082","contradict",""
"4084"," him!",""
"4106","Are you absolutely,",""
"4109","100％ positive?",""
"4114","Yes, it was him.",""
"4117","No mistake about it.",""
"4122","The witness says he's certain!",""
"4131","You found the body ",""
"4133","at 1:00 PM.",""
"4139","You're sure?",""
"4149","Yes.",""
"4152","It was 1:00 PM,",""
"4154"," for certain.",""
"4167","Frankly, ",""
"4174","I find that hard to",""
"4176","believe!",""
"4182","Your statement directly ",""
"4184","contradicts",""
"4186"," the autopsy report.",""
"4188","The autopsy notes the time",""
"4190","of death at sometime after",""
"4194","4PM",""
"4196",".",""
"4200","There was nobody ",""
"4202","to... ",""
"4205","er...",""
"4210","no ",""
"4212","""body""",""
"4215"," to find at 1:00 PM!",""
"4221","How do you explain this",""
"4224","three-hour gap?",""
"4233","!!!",""
"4238","Oh, ",""
"4240","that! ",""
"4244","Oh,",""
"4247"," er... ",""
"4265","This is ",""
"4267","trivial! ",""
"4270","The witness",""
"4272","merely forgot the time!",""
"4282","After his testimony, ",""
"4284","I find",""
"4286","that hard to believe.",""
"4290","Mr. Sahwit...",""
"4293","Why were you so certain",""
"4295","that you found the body",""
"4298","at 1:00 PM?",""
"4305","I...",""
"4307"," er...",""
"4310"," well,",""
"4312"," I... ",""
"4315","Gee,",""
"4318"," ",""
"4320","that's a really good",""
"4322","question!",""
"4331","Great",""
"4333"," job,",""
"4335"," Wright!",""
"4339","Way to put him on the spot!",""
"4342","That's all you have to do:",""
"4348","point out contradictions!",""
"4351","Lies always beget more lies!",""
"4354","See through one,",""
"4356"," and their",""
"4358","whole story falls apart!",""
"4376","Wait!",""
"4381","I remember now!",""
"4387","Would you care to give",""
"4389","your testimony again?",""
"4413","-- The Time of Discovery --",""
"4429","You see,",""
"4431"," when I found the",""
"4433","body, ",""
"4435","I heard the time.",""
"4441","There was a voice saying the",""
"4444","time...",""
"4447"," It was probably",""
"4449","coming from the television.",""
"4453","Oh,",""
"4455"," but it was three hours",""
"4457","off,",""
"4459"," wasn't it?",""
"4462","I guess the victim must",""
"4464","have been watching ",""
"4466","a video",""
"4468","of a taped program!",""
"4474","That's why I thought",""
"4476","it was 1:00 PM!",""
"4479","Terribly sorry about",""
"4481","the misunderstanding... ",""
"4497","Hmm... ",""
"4500","I see.",""
"4505","You heard a voice saying",""
"4507","the time on a taped program.",""
"4510","Mr. Wright,",""
"4512"," you may cross-",""
"4514","examine the witness.",""
"4527","Wright!",""
"4529","You know what to do!",""
"4533","I've got this one.",""
"4558","-- The Time of Discovery --",""
"4579","You see, when I found the",""
"4581","body, I heard the time.",""
"4594","There was a voice saying the",""
"4596","time... It was probably",""
"4598","coming from the television.",""
"4611","Oh, but it was three hours",""
"4613","off, wasn't it?",""
"4626","I guess the victim must",""
"4628","have been watching a video",""
"4630","of a taped program!",""
"4643","That's why I thought",""
"4645","it was 1:00 PM!",""
"4658","Terribly sorry about",""
"4660","the misunderstanding...",""
"4671","Notice anything suspicious?",""
"4692","You said ""heard""...",""
"4696","Not ""saw""?",""
"4706","Yes, ",""
"4708","heard.",""
"4710","All I saw was the body",""
"4712","lying there...",""
"4714","I didn't think to look at",""
"4716","anything else,",""
"4718"," least of all",""
"4720","my watch.",""
"4729","Hmm...",""
"4732","Isn't that a little strange?",""
