"index","original_content","translated_content"
"589","every detail!"")",""
"591","(""The witness always slips",""
"593","up and says something",""
"595","wrong..."")",""
"599","(""It worked lots of times!"")",""
"602","(Heh...",""
"604"," I should have expected",""
"606","Maya would know some of",""
"608","her sister's tricks!)",""
"611","(Alright.",""
"614","Let's give this a try!)",""
"628","Something the matter?",""
"635","No,",""
"637"," Your Honor.",""
"640","I'd like to begin my",""
"642","cross-examination.",""
"665","-- Maya Fey's Arrest --",""
"685","As soon as the phone call came",""
"687","in, I rushed to the scene!",""
"700","There were two people",""
"702","there already:",""
"715","The defendant, Ms. Maya Fey,",""
"717","and the lawyer, Mr. Phoenix",""
"719","Wright.",""
"732","I immediately arrested",""
"734","Ms. Maya Fey!",""
"747","Why? We had a witness",""
"749","account describing her!",""
"762","The witness saw Ms. Maya",""
"764","Fey at the very moment of",""
"766","the murder!",""
"777","(I can't see a single",""
"779","contradiction in there!)",""
"782","(I'll just have to take",""
"784","Maya's advice and press",""
"786","him on anything suspicious!)",""
"805","Who did you say you",""
"807","got a call from?",""
"818","Hey pal,",""
"820"," don't play",""
"822","dumb!",""
"824"," You know who!",""
"827","The call was from a customer",""
"829","at the Gatewater Hotel,",""
"831"," right",""
"833","across from the crime scene!",""
"839","(Hmm...",""
"841"," okay,",""
"843"," I pressed.",""
"846","Not sure it did much,",""
"848"," though.)",""
"852","Right.",""
"855","Please continue.",""
"873","Detective Gumshoe,",""
"875"," how",""
"877","long would you say it took,",""
"879","between you receiving",""
"881","the call,",""
"883"," and your arrival",""
"885","at the scene of the crime?",""
"894","Hmm,",""
"896"," right...",""
"898"," I'd say",""
"900","it was about 3 minutes!",""
"906","Th-",""
"908","that's pretty fast!",""
"919","Our motto this month",""
"921","is ",""
"923","""quick response""!",""
"926","That's how I got there",""
"928","before the killer got away!",""
"933","Indeed!",""
"935","So,",""
"937"," tell us who the two",""
"939","people you found on the",""
"941","scene were.",""
"948","Yes, ",""
"950","sir!",""
"974","Are you absolutely",""
"976","sure it was us?",""
"988","Listen pal,",""
"990"," your dumb act",""
"992","will only get you so far!",""
"995","With her funky hippie clothes",""
"997","and your spiky hair?",""
"1003","You two stand out like...",""
"1006","like suspicious people",""
"1008","at a crime scene!",""
"1014","(Well...",""
"1016"," he does have",""
"1018","a point about her.)",""
"1020","(She is pretty unmistakable.)",""
"1023","(I should pick my points",""
"1025","to press with a little",""
"1027","more care...)",""
"1048","Why's that?",""
"1051","What's your reason?",""
"1071","Hold on just one second!",""
"1079","Y-",""
"1081","yeah?",""
"1086","If I heard correctly...",""
"1091","You said you arrested her",""
"1093","because you had ""hard",""
"1095","evidence"" she did it,",""
"1097"," correct?",""
"1104","Huh?",""
"1107","Did...",""
"1109"," did I say that? Me?",""
"1116","I heard you say it!",""
"1125","You did say it.",""
"1134","You said it.",""
"1148","Exactly what about this",""
"1151","suspicious woman in ",""
"1153","pink's",""
"1155","claim was ""hard evidence""!?",""
"1165","Wh-",""
"1170","what!?",""
"1173","Miss May isn't suspicious,",""
"1176","and she sure isn't pink, ",""
"1178","pal!",""
"1186","W-",""
"1188","well,",""
"1191"," I guess she",""
"1193","is pink...",""
"1199","That's enough, ",""
"1202","Detective Gumshoe.",""
"1206","Do you have any more",""
"1208","solid proof other than",""
"1210","her claims,",""
"1212"," Detective?",""
"1219","Umm...",""
"1226","(Hmm! ",""
"1228","I guess pressing",""
"1230","can have its advantages!)",""
"1237","...",""
"1245","Yes.",""
"1257","(Gah!)",""
"1266","Sorry,",""
"1268"," I got the order",""
"1270","of things mixed up in my",""
"1272","testimony,",""
"1274"," Your Honor Sir!",""
"1281","There was something I",""
"1283","should have told you",""
"1285","about first,",""
"1287"," Your Honor!",""
"1293","Very well,",""
"1295"," Detective.",""
"1298"," Let's",""
"1300","hear your testimony again.",""
"1324","-- Hard Evidence --",""
"1337","After securing the suspect,",""
"1340","I examined the scene of",""
"1342","the crime with my own eyes.",""
"1347","I found a memo written on",""
"1349","a piece of paper next to",""
"1351","the victim's body!",""
"1355","On it,",""
"1357"," the word ""Maya""",""
"1359","was written clearly in blood!",""
"1364","Lab test results showed that",""
"1366","the blood was the victim's!",""
"1372","Also,",""
"1374"," there was blood found",""
"1376","on the victim's finger!",""
"1384","Before ",""
"1386","she died,",""
"1388"," ",""
"1390","the victim",""
"1392","wrote ",""
"1394","the killer's name!",""
"1417","How you like that?",""
"1420","That's my ",""
"1422","""hard evidence""!",""
"1436","Hmm...",""
"1440","Before we begin cross-",""
"1442","examination,",""
"1444"," I have a ",""
"1446","question for you,",""
"1448"," Detective.",""
"1453","Y-",""
"1456","Your Honor?",""
"1465","Why",""
"1467"," didn't you ",""
"1469","testify about",""
"1471","this vital piece of evidence",""
"1473","the first time!?",""
"1484","Ah...",""
"1486"," eh...",""
"1488"," I know.",""
"1490"," I'm real",""
"1492","embarrassed I forgot about",""
"1494","it, Your Honor Sir.",""
"1503","Try to be more careful!",""
"1507","Very well,",""
"1509"," the defense may",""
"1511","begin its cross-examination.",""
"1534","-- Hard Evidence --",""
"1554","After securing the suspect,",""
"1556","I examined the scene of",""
"1558","the crime with my own eyes.",""
"1571","I found a memo written on",""
"1573","a piece of paper next to",""
"1575","the victim's body!",""
"1588","On it, the word ""Maya""",""
"1590","was written clearly in blood!",""
"1603","Lab test results showed that",""
"1605","the blood was the victim's!",""
"1618","Also, there was blood found",""
"1620","on the victim's finger!",""
"1633","Before she died, the victim",""
"1635","wrote the killer's name!",""
"1647","(That's his whole",""
"1649","testimony...)",""
"1651","(Okay,",""
"1653"," there has to be",""
"1655","a contradiction in there",""
"1657","somewhere.",""
"1659"," Let's find it!)",""
"1678","And did you find",""
"1680","any evidence?",""
"1692","Now,",""
"1694"," now,",""
"1696"," don't jump",""
"1698","the gun on me,",""
"1700"," pal.",""
"1702","Just listen.",""
"1704"," I'm getting",""
"1706","to the good part!",""
"1718","(I got a bad feeling",""
"1720","about this...)",""
"1743","Just because ",""
"1745","you found it",""
"1747","next to the ",""
"1749","body doesn't",""
"1751","mean the victim wrote it!",""
"1763","Ho ",""
"1765","hoh!",""
"1768","Then who did write",""
"1770","it,",""
"1772"," smarty-pants?",""
"1782","Wh-",""
"1784","who? ",""
"1786","Um...",""
"1802","Th-",""
"1804","the killer!",""
"1807","Anyone can see that!",""
"1819","Hoh.",""
"1822","You're saying the killer",""
"1824","wrote her OWN name!?",""
"1826"," ",""
"1828","Buddy,",""
"1830"," please!",""
"1843","She was framed!",""
"1856","Hold on.",""
"1859","If that's the case,",""
"1862","where's your evidence?",""
"1874","Ah...",""
"1878","(Urk!)",""
"1891","Hah!",""
"1893"," I guess that was",""
"1895","a bit of a tall order",""
"1897","for you.",""
"1899","Those without evidence",""
"1901","shouldn't open their",""
"1903","mouths,",""
"1905"," Mr. Wright.",""
"1914","Yeah,",""
"1916"," pal!",""
"1925","(Argh...!)",""
"1935","Well...",""
"1937"," it could have been",""
"1939","the witness,",""
"1941"," Miss May!",""
"1954","Hold on.",""
"1957","The witness was in her",""
"1959","hotel room,",""
"1961"," not the office.",""
"1971","Try pulling the other leg,",""
"1974","Mr. Wright!",""
"1986","Yeah,",""
"1988"," and while you're at",""
"1990","it,",""
"1992"," pull mine too,",""
"1994"," pal!",""
"2002","(Argh...!)",""
"2011","It...",""
"2013"," ",""
"2017","it could have been me!",""
"2029","What!",""
"2031"," ",""
"2033","S-",""
"2035","so it",""
"2037"," was ",""
"2041","you!",""
"2053","No,",""
"2055"," no,",""
"2057"," no,",""
"2059"," I'm just saying",""
"2061","it COULD have been me!",""
"2064","Can you prove it wasn't?",""
"2077","Hold on.",""
"2079","So,",""
"2081"," you admit to this?",""
"2084","You admit that you",""
"2086","wrote the note?",""
"2098","Uh...",""
"2104","Listen to me,",""
"2106"," Mr. Wright.",""
"2108","This is a court of law,",""
"2110"," and",""
"2112","I expect you to refrain from",""
"2114","making thoughtless statements!",""
"2122","Amateur!",""
"2135","(...!)",""
"2144","Well,",""
"2146"," Detective?",""
"2148","Tell us what was written",""
"2150","on that memo you found.",""
"2172","Do you have proof it",""
"2174","was Mia who wrote that!?",""
"2186","Of course I do,",""
"2188"," pal!",""
"2195","(Uh oh...",""
"2197"," he sounded pretty",""
"2199","confident.",""
"2201"," This might",""
"2203","not be good...)",""
"2224","What kind of ""tests""",""
"2226","were these again?",""
"2239","Huh?",""
"2241"," What kind?",""
"2243","Umm...",""
"2245"," well...",""
"2248","I hear they take the,",""
"2250"," ",""
"2252","um,",""
"2254","little bits in the blood,",""
"2258","the...",""
"2260"," er...",""
"2262"," ",""
"2264","hemo...",""
"2266"," hemogl...",""
"2268","Hermo...",""
"2270"," goblins...",""
"2272"," hobgob...",""
"2276","Er...?",""
"2278"," Herma-goblin bobbin...",""
"2286","I-",""
"2289","I refuse to testify",""
"2291","on this matter, ",""
"2293","pal!",""
"2296","I'm ",""
"2299","no expert on blood tests!",""
"2304","Yes,",""
"2306"," that was quite clear.",""
"2309","You may continue with",""
"2311","your testimony.",""
"2318","Th-",""
"2320","thanks,",""
"2322"," pal.",""
"2325","I mean Your Honor Sir.",""
"2334","Detective Gumshoe.",""
"2345","Y-",""
"2347","yeah?",""
"2358","I look forward to your next",""
"2360","evaluation. As should you.",""
"2373","...",""
"2375","O-",""
"2377","oh...",""
"2384","(That was a mess...)",""
"2393","Right!",""
"2395"," Where was I?",""
"2414","Detective Gumshoe!",""
"2417","Do you get a lot of cases",""
"2419","where the victim actually",""
"2421","writes the killer's name?",""
"2432","Sure!",""
"2434"," It happens all the",""
"2436","time in books and the movies!",""
"2441","This isn't a movie,",""
"2443"," Detective.",""
"2454","Oof!",""
"2459","Let's talk about",""
"2461","reality,",""
"2463"," shall we?",""
"2473","Umm...",""
"2475"," I guess,",""
"2477"," I haven't",""
"2479","heard of many cases...",""
"2481"," no.",""
"2491","Don't you find it a little",""
"2493","odd that the victim would",""
"2495","write down a name?",""
"2497","Especially the name",""
"2499","of her own sister?",""
"2510","Ah,",""
"2512"," yeah,",""
"2514"," actually,",""
"2517","you got a point,",""
"2519"," pal.",""
"2535","Stop right there.",""
"2543","The witness's opinion",""
"2545","on the matter is irrelevant!",""
"2547","The facts are clear: ",""
"2549","the",""
"2551","victim wrote down the",""
"2553","name of the accused...",""
"2562","The victim told us",""
"2564","the name of her killer!",""
"2589","Order!",""
"2591"," Order!",""
"2599","(That didn't go so well...)",""
"2606","Th-",""
"2611","that's right!",""
"2616","What he said!",""
"2624","On which hand was the",""
"2626","bloody finger,",""
"2628"," Detective?",""
"2640","The right hand!",""
"2646","(Hmm...",""
"2648"," she WAS right",""
"2650","handed...)",""
"2663","Hah ",""
"2665","hah ",""
"2667","hah!",""
"2670","Nice try!",""
"2679","(Uh oh...",""
"2681"," I guess it wasn't",""
"2683","too hard to see what I",""
"2685","was getting at there.)",""
"2707","Detective Gumshoe!",""
"2710","There's one thing I ",""
"2712","want you to clarify",""
"2714","for me here.",""
"2718","You say that the victim,",""
"2721","Mia Fey, ",""
"2723","wrote this note.",""
"2725","That she was accusing",""
"2727","the defendant,",""
"2729"," Maya Fey?",""
"2731","That's really what",""
"2733","you're saying?",""
"2745","Wh-",""
"2747","what?",""
"2750"," This isn't one",""
"2752","of those lawyer tricks,",""
"2755","now,",""
"2757"," is it?",""
"2765","Of course she wrote it!",""
"2768","Wh",""
"2770","o else could have!?",""
"2782","You have it backwards,",""
"2785","Detective.",""
"2791","B-",""
"2793","backwards?",""
"2800","The victim is the only",""
"2802","person who absolutely",""
"2804","could NOT have written it!",""
"2807","This is a report from",""
"2809","your department,",""
"2811"," Detective.",""
"2814","""Immediate death due to a blow",""
"2816","from a blunt object.""",""
"2831","She d",""
"2833","ied ",""
"2835","immediately!",""
"2848","But...!",""
"2859","No ""but""-",""
"2861","ing your way",""
"2863","out of this one,",""
"2865"," Detective!",""
"2888","Order!",""
"2890"," Order!",""
"2893","The defense has a point.",""
"2895","Someone who died immediately",""
"2897","wouldn't have had the time to",""
"2899","write anything down.",""
"2910","Mr. Wright.",""
"2912","I beg your pardon,",""
"2914"," but when",""
"2916","exactly did you obtain that",""
"2918","autopsy report?",""
"2930","Wh-",""
"2932","when...!?",""
"2945","I...",""
"2947"," I'm pretty sure it",""
"2949","was the day of the murder.",""
"2961","You're wrong there,",""
"2963"," pal!",""
"2965","We didn't write an autopsy",""
"2967","report 'til the day after!",""
"2978","Oh.",""
"2980"," Right.",""
"2988","It was the day",""
"2990","after the murder...",""
"3001","I'm...",""
"3003"," sorry,",""
"3005"," I forgot.",""
"3017","Hah!",""
"3020","Forgot,",""
"3022"," you say?",""
"3031","It was the day after the",""
"3033","murder,",""
"3035"," Your Honor Sir.",""
"3037","I was the one who handed",""
"3039","it to him myself! ",""
"3041","Personally!",""
"3046","Oh.",""
"3048"," R-",""
"3050","right.",""
"3058","The prosecution's point",""
"3060","being...?",""
"3071","That autopsy report",""
"3073","is ",""
"3077","outdated,",""
"3079"," Your Honor.",""
"3093","Wh-",""
"3095","what!?",""
"3104","A second autopsy was",""
"3106","performed yesterday,",""
"3109","at my request!",""
"3111","""Death was almost immediate",""
"3113","due to a blow from a ",""
"3115","blunt object...""",""
"3118","""But there is a possibility",""
"3120","the victim lived for several",""
"3122","minutes after the blow.""",""
"3126","I received these results",""
"3128","this morning.",""
"3136","N-",""
"3138","no way!",""
"3148","Your Honor!",""
"3150","It's quite easy to imagine",""
"3152","that the victim did have",""
"3154","time to write ""Maya""!",""
"3160","That is all.",""
"3168","I see!",""
"3174","(Damn you,",""
"3176"," Edgeworth!)",""
"3182","(I should have known",""
"3184","you'd have something",""
"3186","up your sleeve!)",""
"3197","Why,",""
"3199"," Mr. Wright,",""
"3202","you look shocked!",""
"3205","Something you want to say?",""
"3218","Mr. Edgeworth...",""
"3220","I've heard there's nothing",""
"3222","you won't do to get",""
"3224","your verdict...",""
"3234","What reason could you possibly",""
"3236","have had to request a second",""
"3238","autopsy report?",""
"3246","Mr. Wright! ",""
"3248","The defense will",""
"3250","refrain from personal attacks",""
"3252","on the prosecution!",""
"3260","No matter,",""
"3262"," Your Honor...",""
"3266","Mr. Wright.",""
"3269","Say what you will,",""
"3272","the evidence in this",""
"3274","report is undeniable.",""
"3289","Detective Gumshoe!",""
"3292","You're a sham!",""
"3295","How could you give",""
"3297","me a faulty report!?",""
"3309","Huh? ",""
"3311","I-",""
"3313","I thought...",""
"3321","Detective Gumshoe.",""
"3323","Was I a fool to trust you",""
"3325","and your report?",""
"3336","Huh?",""
"3338"," Me?",""
"3340"," I-",""
"3342","I wasn't...",""
"3344"," huh?",""
"3352","Detective Gumshoe.",""
"3364","Urp!",""
"3374","I'm disappointed in you,",""
"3377","handing him the wrong",""
"3379","report like that.",""
"3391","Eh...?",""
"3393"," I...",""
"3396","I'm sorry,",""
"3398"," sir.",""
"3409","You are at fault,",""
"3411"," Detective.",""
"3414","This isn't going to look good",""
"3416","on your evaluation next month.",""
"3425","W-",""
"3427","what? B-",""
"3429","but...",""
"3431"," *sigh*",""
"3440","Your Honor,",""
"3442"," I submit this",""
"3444","report to the court.",""
"3451","U-",""
"3453","understood.",""
"3455"," The court",""
"3457","accepts the evidence.",""
"3465","Autopsy Report updated",""
"3467","in the Court Record.",""
"3475","Well,",""
"3477"," Your Honor?",""
"3480","The evidence strongly suggests",""
"3482","the victim was identifying",""
"3484","the killer.",""
"3490","I suppose that's the",""
"3492","obvious conclusion,",""
"3494"," yes.",""
"3510","(Darn!",""
"3512"," This isn't good!)",""
"3522","The prosecution would like",""
"3524","to call its next witness.",""
"3528","This poor,",""
"3530"," innocent girl saw",""
"3532","the murder with her own eyes!",""
"3554","Let the witness Miss April",""
"3556","May take the stand.",""
"3563","(Exactly what part of her",""
"3565","is ""innocent""...?)",""
"3588","Witness,",""
"3590"," your name,",""
"3592"," please.",""
"3603","April May!",""
"3609","At your service!",""
"3611"," *wink*",""
"3637","Order!",""
"3639"," An introduction should",""
"3641","not require any reaction",""
"3643","from the crowd!",""
"3648","The witness will refrain",""
"3650","from wanton winking!",""
"3655","Aww...",""
"3658","Yes, Your Honor.",""
"3664","(This is not good...)",""
"3666","(She's already captured",""
"3668","the heart of every man",""
"3670","in this courtroom!)",""
"3683","Tell us,",""
"3685"," where were you on",""
"3687","the night of September 5,",""
"3689"," ",""
"3691","when the murder occurred?",""
"3700","Um...",""
"3702"," gee...",""
"3704"," I was,",""
"3706"," like,",""
"3709","in my hotel room? ",""
"3711","Tee hee.",""
"3714","I checked in right",""
"3716","after lunch.",""
"3721","And this hotel is directly",""
"3723","across from the Fey ＆ Co.",""
"3725","Law Offices?",""
"3736","Mmm...",""
"3738"," that's right,",""
"3740"," big boy.",""
"3745","Please testify to the court",""
"3747","about what you saw.",""
"3767","-- Witness's Account --",""
"3780","It was,",""
"3782"," like, 9:00",""
"3784","at night.",""
"3786"," I looked out",""
"3788","the window,",""
"3790"," y'know!",""
"3796","And then,",""
"3798"," ",""
"3800","oooh! ",""
"3802","I saw a woman",""
"3804","with long hair being attacked!",""
"3807","The one attacking her was",""
"3809","the mousey girl sitting",""
"3811","in the defendant's chair!",""
"3816","Then the woman,",""
"3818"," like,",""
"3820"," ",""
"3822","dodged to one side and",""
"3824","ran away!",""
"3827","But that girl,",""
"3829"," she caught",""
"3831","up to her and...",""
"3833"," and...",""
"3839","She ",""
"3841","hit her!",""
"3853","Then the woman",""
"3855","with the long hair...",""
"3857","She kinda...",""
"3859"," slumped.",""
"3870","The end.",""
"3872"," That's all I saw.",""
"3875","Every little bitsy witsy!",""
"3881","*wink*",""
"3896","Hmm...",""
"3901","Well,",""
"3903"," Your Honor?",""
"3908","I see.",""
"3910"," It is a remarkably",""
"3912","solid testimony.",""
"3915","I don't see a need to",""
"3917","trouble the witness any...",""
"3926","W-",""
"3928","wait,",""
"3930"," Your Honor!",""
"3936","Yes,",""
"3938"," Mr. Wright?",""
"3943","What about my cross-",""
"3945","examination!?",""
"3950","I thought the witness's",""
"3952","testimony just now was",""
"3954","quite...",""
"3956"," firm.",""
"3958"," Didn't you?",""
"3965","Mr. Wright...",""
"3967"," I understand",""
"3969","you were Ms. Mia Fey's",""
"3971","understudy,",""
"3973"," were you not?",""
"3975","You must know her",""
"3977","techniques well.",""
"3980","Her cowardly way of finding",""
"3982","tiny faults in perfectly",""
"3984","good testimonies...",""
"3996","H-",""
"3998","hey! ",""
"4000","How dare you!",""
"4005","Well,",""
"4007"," Mr. Wright?",""
"4010","Will you cross-examine",""
"4012","the witness?",""
"4023","No...",""
"4025"," you're right.",""
"4028","I guess there wouldn't",""
"4030","be much point.",""
"4037","Heh ",""
"4039","heh ",""
"4041","heh.",""
"4044","I'm glad you saw the error",""
"4046","of your ways so soon!",""
"4048","Your Honor.",""
"4055","The prosecution rests its case!",""
"4068","(Wh-",""
"4070","what? ",""
"4074","That's it!?)",""
"4083","Very well.",""
"4091","W-",""
"4093","wait!",""
"4095"," ",""
"4098","Hold on!",""
"4106","Yes,",""
"4108"," Mr. Wright?",""
"4111","Changed your mind?",""
"4113"," Will you",""
"4115","cross-examine the witness?",""
"4122","Yes ",""
"4124","yes ",""
"4126","yes!",""
"4131","(I'd better,",""
"4133"," or I'll",""
"4135","lose on the spot!)",""
"4145","I'll gladly proceed with",""
"4147","the cross-examination.",""
"4151","(If only because I have a ",""
"4153","feeling Edgeworth doesn't",""
"4155","want me to!)",""
"4158","(She has to have some",""
"4160","weakness!)",""
"4169","Very well,",""
"4171"," you may begin",""
"4173","your cross-examination!",""
"4196","-- Witness's Account --",""
"4216","It was, like, 9:00",""
"4218","at night. I looked out",""
"4220","the window, y'know!",""
"4233","And then, oooh! I saw a woman",""
"4235","with long hair being attacked!",""
"4248","The one attacking her was",""
"4250","the mousey girl sitting",""
"4252","in the defendant's chair!",""
"4265","Then the woman, like, ",""
"4267","dodged to one side and",""
"4269","ran away!",""
"4282","But that girl, she caught",""
"4284","up to her and... and...",""
"4286","She hit her!",""
"4297","(Hmm...",""
"4299"," that's it?)",""
"4301","(Nothing really jumps",""
"4303","out as a contradiction...)",""
"4306","(There's got to be something",""
"4308","in there somewhere!)",""
"4311","(Maybe I'd better just press",""
"4313","her on the facts a bit!)",""
"4332","Why did you do that?",""
"4344","Huh?",""
"4346"," ""Why""?",""
"4349","Like,",""
"4351"," why what?",""
"4360","Why did you look out the",""
"4362","window?",""
"4364"," Were you expecting",""
"4366","to see something?",""
"4375","Oh,",""
"4377"," well,",""
"4379"," um...",""
"4381"," gee!",""
"4389","(What?",""
"4391"," That's it?",""
"4393"," She can't",""
"4395","get out of this question",""
"4397","that easily!)",""
"4407","I sort of,",""
"4409"," y'know.",""
"4419","I had a feeling!",""
"4425","(Well,",""
"4427"," I have a feeling",""
"4429","she's trying to avoid",""
"4431","the question!)",""
"4434","(Maybe I should press a",""
"4436","little harder on this one?)",""
"4449","(If I go too deep,",""
"4451"," I might",""
"4453","not come back out alive...",""
"4456","I'll back off for now.)",""
"4466","(Let's see how far I can",""
"4468","run with this...)",""
"4472","Surely,",""
"4474"," you must have had",""
"4476","a reason to look out your",""
"4478","window at that time of night!",""
"4490","I...",""
"4492"," oooh!",""
"4509","Mr. Wright!",""
"4511"," I will not have",""
"4513","you badgering my witness!",""
"4524","B-",""
"4526","badgering?",""
"4535","You insist on needling her",""
"4537","with these trivial questions.",""
"4545","I really don't think it",""
"4547","should be allowed.",""
"4557","(Yeah!",""
"4559"," Yeah!",""
"4561"," Stop him!)",""
"4573","(The poor girl!)",""
"4589","Order!",""
"4592","Mr. Wright,",""
"4594"," you",""
"4596","have been warned.",""
"4606","(Poor girl!?",""
"4608"," What",""
"4610","about poor me!?)",""
"4620","You looked out the window.",""
"4623","What did you see next?",""
"4641","The woman with long hair...",""
"4644","that was Mia Fey?",""
"4653","Um-",""
"4655","hmm!",""
"4657"," Slender,",""
"4659"," sort of,",""
"4662","well,",""
"4664"," some people might say",""
"4666","pretty,",""
"4668"," if that's your thing.",""
"4674","(Your...",""
"4676"," thing?)",""
"4682","And the person attacking her?",""
"4704","How do you know she",""
"4706","was the defendant?",""
"4718","Huh?",""
"4720"," Well...",""
"4722"," y'know!",""
"4724","S-",""
"4726","she had a girlish physique.",""
"4729","Women know these things.",""
"4732","Look...",""
"4734"," I-",""
"4737","I just know,",""
"4739"," okay?",""
"4748","There was only one person at",""
"4750","the scene of the crime with",""
"4752","a short,",""
"4754"," girlish figure.",""
"4757","The testimony is bulletproof,",""
"4759","Your Honor.",""
"4765","(He's right...)",""
"4778","(Her testimony certainly",""
"4780","does make sense...)",""
"4782","(And everyone in the court",""
"4784","keeps siding with her.)",""
"4788","(I'd better not press",""
"4790","too hard on this one.)",""
"4797","So then,",""
"4799"," tell us what",""
"4801","happened to the victim.",""
"4824","Hold ",""
"4826","on a ",""
"4828","minute!",""
"4832","That testimony stinks!",""
"4844","W-",""
"4846","what!?",""
"4856","Miss May,",""
"4858"," I'm willing",""
"4860","to bet that...",""
"4871","She ""dodged""?",""
"4873"," Dodged what!?",""
"4882","Well...",""
"4884"," the attack! ",""
"4889","Please,",""
"4891"," continue your",""
"4893","testimony.",""
"4911","How did you know it",""
"4913","was my client!?",""
"4924","Huh?",""
"4926"," Well,",""
"4928"," I...",""
"4930"," gee!",""
"4933","First of all,",""
"4935"," she had",""
"4937","a girl's physique!",""
"4939","And,",""
"4941"," and secondly,",""
"4944","she was...",""
"4946"," she was small!",""
"4949","Who else could it",""
"4951","be but her!",""
"4957","(She has a point...)",""
"4970","(Her testimony certainly",""
"4972","does make sense...)",""
"4974","(And everyone in the court",""
"4976","keeps siding with her.)",""
"4978","(I'd better not press",""
"4980","too hard on this one.)",""
"4983","(Maybe I should just listen",""
"4985","to the testimony again.)",""
"5009","Did you really see",""
"5011","the defendant at all!?",""
"5019","Are you telling the truth?",""
"5022","Did you really see the",""
"5024","defendant!?",""
"5036","Urp",""
"5038","!",""
"5063","Mr. Wright!",""
"5066","What's the meaning of this?",""
"5073","Yes,",""
"5075"," what is the meaning!",""
"5079","Somebody tell me because I'm",""
"5081","clueless!",""
"5083"," About this,",""
"5085"," I mean!",""
"5090","Okay...",""
"5092","If you had really witnessed",""
