"index","original_content","translated_content"
"317"," see you soon!"," побачимося!"
"321","Yep.","Та."
"324","I'll be waiting,","Я чекатиму,"
"326"," Maya."," Має."
"337","*beep*","*біп*"
"346","[Conversation recorded.","[Розмову записано."
"349","September 5, 9:27 AM]","5 вересня, о 9:27]"
"371","September 5, 8:57 PM","5 вересня 20:57"
"373","Fey ＆ Co. Law Offices","Офіс фірми «Фей та партнери»."
"381","Now,","Так,"
"383"," Miss"," Пані"
"385"," Fey,"," Фей,"
"387"," I'll take"," я хочу забрати те,"
"389","what's mine...","що мені належить..."
"391"," the papers."," папери."
"395","I'm sorry,","Вибачте,"
"397"," but I can't"," я не можу"
"399","give you what I don't have.","віддати те, чого у мене немає."
"403","Miss","Пані"
"405"," Fey,"," Фей,"
"409","you are a poor liar.","ви не вмієте брехати."
"411","Why,","Ой,"
"413"," I see it right"," а що це я"
"415","over there...","ось там бачу..."
"417","That must be ","Невже "
"420","""The Thinker""","«Мислителя»"
"424","that swallowed those papers.","це він ваші папери проковтнув."
"428","How could you know...?","Звідки ви дізналися...?"
"432","Ho ","Хо-"
"434","hoh.","хо."
"436"," You are not"," Ви про мене"
"438","cogniferous of my","зовсім ніяк"
"440","background?","не обізновані?"
"442","Gathering information is","Збирати інформацію — "
"444","my business,","це мій бізнес,"
"446"," you see."," як бачите."
"449","I...","Я..."
"451"," I should have been more"," я мала бути"
"453","careful.","обачнішою."
"456","Ho ","Хо-"
"458","hoh.","хо."
"461","My dear Miss Fey...","Дорогенька пані Фей..."
"464","I am so very sorry.","Дуже вибачаюся."
"466","But I am afraid I must ask","Але я мав би"
"468","you for one more thing.","попросити вас про ще дещо."
"473","Your eternal silence...","Про ваше вічне мовчання..."
"476","Farewell,","Прощавайте,"
"478"," Miss Fey."," пані Фей."
"482","!!!","!!!"
"537","Red...","Білл..."
"539"," White..."," Червуд..."
"541"," Blue..."," Синні..."
"594","September 5, 9:08 PM","5 вересня, 21:08"
"596","Fey ＆ Co. Law Offices","Офіс фірми «Фей та партнери»."
"616","Uh ","Ой-"
"618","oh,","йой,"
"620"," I'm late."," Я спізнився."
"622","Huh,","Га,"
"624"," that's strange."," дивно."
"627","Guess the chief left","Думаю шефиня пішла"
"629","without me.","без мене."
"631","She said her sister was","Вона казала що її сестра"
"633","coming over so we should","прийде, і ми всі мали"
"635","all go out for dinner...","повечеряти разом..."
"638","...","..."
"642","What's that smell...?","Що це за запах...?"
"649","Blood","Кров"
"651","...?","...?"
"656","M","М"
"660","ia!","ія!"
"664","(Maybe she's in her office!)","(Схоже, вона в офісі!)"
"679","...!","...!"
"683","(That girl just now...","(Ця дівчинка..."
"688","where'd she go!?)","куди вона зникла!?)"
"690","(I put her right there","(Я ж поклав її"
"692","on that sofa...!)","на диван...!)"
"694","(Uh oh...","(Йой..."
"696"," I hope she"," Сподіваюсь вона "
"698","didn't run on me.)","не втекла від мене.)"
"713","Yipes!","Боже!"
"718","(Don't scare me like that...)","(Не лякай мене так...)"
"724","Umm...","Ем-м..."
"727","Excuse me but,","Перепрошую, але"
"729"," who are you?"," хто ти?"
"734","...","..."
"738","It's okay.","Все гаразд."
"740"," I work here."," Я тут працюю."
"745","Maya...","Мая..."
"747","Maya Fey.","Мая Фей."
"754","Maya...","Мая..."
"756"," Fey?"," Фей?"
"764","(""Maya""...?)","(""Мая""...?)"
"768","(So Mia was writing","(Мія написала"
"770","this girl's name!)","ім'я цієї дівчинки!)"
"773","(Maybe I should show","(Може, мені показати"
"775","her the receipt?)","їй чек?)"
"778","(I never thought there'd be a ","(Я й не думав, що"
"780","use for evidence like this","якісь докази знадобляться"
"782","outside the courtroom!)","поза судовою залою!)"
"798","*whee-ooo* *whee-ooo*...","*віі-ууу* *віі-ууу*..."
"800","*whee-ooo* *whee-ooo*...","*віі-ууу* *віі-ууу*..."
"810","!","!"
"812","The ","Це "
"814","police!","поліція!"
"818","(Sounds like they're","(Схоже вони"
"820","coming this way!)","прямують сюди!)"
"830","Freeze!","Стояти!"
"832"," Police!"," Поліція!"
"846","Alright,","Друже,"
"848"," I'm Detective"," я детектив"
"850","Dick Gumshoe,","Дік Гамшу,"
"852"," see?"," зрозуміло?"
"857","(Gumshoe...?","(Гамшу...?"
"860","What an odd name.)","ну й прізвисько.)"
"866","We received a report from the","Нам подзвонили з"
"868","building across the way,","будівлі"
"870"," see."," поруч."
"872","Got a person saying","Нам подзвонила людина,"
"874","they saw a murder.","й сказала, що бачила вбивство."
"886","(It must have been","(Схоже та жінка,"
"888","that woman I saw.)","яку я бачив.)"
"902","Anyway,","щоб"
"904"," I don't want either"," жодного"
"906","of you moving one inch,","руху, від вас не було,"
"908"," 'kay?"," добре?"
"918","(Great.","(Чудово."
"920"," Just great.)"," Просто чудово.)"
"928","(Maya...","(Мая..."
"930"," Wait,"," Стривайте-но,"
"932"," she"," вона"
"934","wouldn't have...","часом не..."
"936"," nah.)"," та ні.)"
"944","Who","Сто-"
"946","aaaa","а-а-а-а"
"948","aaaaa","а-а-а-а-а"
"950","aaah!","а-а-а-п!"
"958","Scuze me!","Вибачте!"
"971","Eek!","Йой!"
"983","This word ""Maya"" here","Слово ""Мая"" тут"
"985","mean anything to you?","щось означає для вас?"
"997","...!","...!"
"1001","Um...","Ем-м..."
"1003"," that..."," це..."
"1007","That's my name...","Це моє ім'я..."
"1016","WHAAA","ЩООО"
"1018","AT!?","ОО!?"
"1029","The victim drew this here","Жертва намалювала це"
"1031","note in her own blood,","власною кров'ю,"
"1033"," see?"," бачите?"
"1037","With her dying breath,","В останній момент,"
"1039"," she"," вона"
"1041","wrote down the killer's name!","написала ім'я вбивці!"
"1052","K-","В-"
"1054","killer...? ","вбивці...? "
"1056","I'm not--","Але я не-"
"1064","Case closed! ","Справу закрито! "
"1066","You're coming","Ви підете"
"1068","down to the precinct,","зі мною у відділок,"
"1070"," ma'am."," пані."
"1083","W-","Щ-"
"1085","what?","що?"
"1098","Mia's younger sister,","Молодшу сестру Мії,"
"1100"," Maya,"," Маю,"
"1103","was arrested on the spot.","заарештували на місці."
"1105","I was taken in for questioning","Мене відвели на допит"
"1107","and didn't get out until the","і не випускали аж до"
"1109","next morning.","наступного ранку."
"1111","My eyes were heavy...","Мої очі злипалися"
"1114","but I couldn't sleep.","та я не міг заснути."
"1116","I sat around,","Я сидів і"
"1118"," waiting for"," чекав, поки"
"1120","visiting hours to begin at","почнеться час відвідин"
"1122","the detention center.","у відділку."
"1124","I had to talk to Maya","Я мав поговорити з Маєю,"
"1126","as soon as possible.","якнайвидше."
"1139","(I'd better hurry up","(Краще поквапитися"
"1141","and call the police!)","і викликати поліцію!)"
"1150","The door to the chief's","Двері у офіс"
"1152","office.","шефині,"
"1154"," It's slightly open."," ледь відкриті."
"1156","I'd better not touch","Краще не торкатися"
"1158","the door knob.","дверної ручки."
"1166","The reception desk.","Приймальний стіл."
"1169","I usually sit here.","Я зазвичай тут сиджу."
"1177","This sofa is for clients.","Шкіряний диван"
"1180","It's leather...","для клієнтів..."
"1182"," a real"," справжня"
"1184","luxury model.","розкішна модель."
"1192","A large painting.","Велика картина."
"1195","I guess you'd call","Хтось називає"
"1197","this ","це "
"1199","""modern art.""","""сучасним мистецтвом."""
"1201","I,","Я,"
"1203"," on the other hand,"," все ж таки,"
"1205","call it a mistake.","вважаю це непорозумінням."
"1213","You couldn't cram more legal","Більше юридичних книг"
"1215","books in here,","сюди не запхати,"
"1217"," even if you"," навіть якби"
"1219","wanted to.","хотілося."
"1221","Few can gaze upon the shelves","Мало хто може дивитися на ці полиці"
"1223","without feeling insignificant.","не відчуваючи своєї мізерності."
"1231","A small writing desk cluttered","Малий письмовий стіл"
"1233","with office supplies.","з канцелярією."
"1241","I smell blood...","Я чую кров..."
"1243","and that can't be good!","І це жахливо!"
"1245","I have to check and see if","Я маю перевірити чи"
"1247","Mia... the chief's okay!","Мія... шефиня у нормі!"
"1256","Excuse me but,","Вибач що питаю, але"
"1258"," who are you?","хто ти?"
"1263","...","..."
"1267","It's okay.","Все добре."
"1269"," I work here."," Я тут працюю."
"1274","Maya...","Мая..."
"1276","Maya Fey.","Мая Фей."
"1285","(""Maya""...?)","(""Мая""...?)"
"1289","(So Mia was writing","(Мія написала"
"1291","this girl's name!)","ім'я цієї дівчинки!)"
"1294","(Maybe I should show","(може мені показати"
"1296","her the receipt...)","їй чек)"
"1298","(I never thought there'd be a ","(Я й не думав, що"
"1300","use for evidence like this","якісь докази знадобляться"
"1302","outside the courtroom!)","поза судової зали!)"
"1313","(She seems to be in shock.","(Вона налякана."
"1316","I don't want to disturb her,","Я не хочу її турбувати,"
"1319","but I have to know...)","але я мушу знати...)"
"1323","Um...","Ем-м..."
"1325"," excuse me?"," вибач?"
"1328","Can you tell me","Можеш мені"
"1330","what happened?","розповісти, що сталось?"
"1335","...","..."
"1341","I came in...","Я зайшла..."
"1344","The room was dark.","У кімнаті було темно."
"1346","And Sis...","І сестричка..."
"1348"," Sis...!"," Сестричка...!"
"1354","(So she was already dead.)","(Тобто вона вже була мертва.)"
"1364","So,","То,"
"1366"," you're the chief's...?","ти сестра"
"1371","Sister.","моєї шефині...?"
"1373"," I'm her"," Я її"
"1375","younger sister.","молодша сестра."
"1380","And you were here...","І ти сюди..."
"1382"," visiting?"," завітала?"
"1385","This late at night?","У таку пізню годину?"
"1390","Yes.","Так."
"1392"," She said she wanted me"," Вона казала, що хоче, щоб я"
"1394","to keep some evidence for her.","берегла у себе якийсь доказ від неї."
"1402","Evidence...?","Доказ...?"
"1407","Yes...","Так..."
"1410","I-","Я-"
"1412","it was that clock...","якийсь був годинник..."
"1415","It was ","Точніше "
"1417","""The Thinker.""","«Мислитель.»"
"1427","I'm sorry,","Вибач,"
"1429"," I've never"," Я ніде не"
"1431","seen that before.","бачила його раніше."
"1441","This was lying next","Це лежало"
"1443","to the chief.","біля шефині."
"1448","I know.","Я знаю."
"1450"," I saw it there too."," Я теж помітила."
"1452","I thought they might be","Гадаю — це можуть бути "
"1454","pieces of the light stand.","уламки торшера."
"1460","Hmm.","Гмм."
"1462"," Maybe."," Мабуть."
"1466","(Never heard of a glass","(Ніколи не чув про "
"1468","light stand before...)","скляні світильники...)"
"1481","Um,","Е-е,"
"1483"," about "," про "
"1485","""The Thinker""...","«Мислителя»..."
"1493","!","!"
"1497","The Th-","Мис-"
"1502","Thinker...","Мислителя..."
"1504","That was...","Це ж..."
"1506"," "," "
"1508","Oh,","О,"
"1510"," Sis!"," сестричка!"
"1512"," *sob*"," *хлип*"
"1519","(Hmm,","(Гм-м,"
"1521"," probably shouldn't have"," мабуть не треба було"
"1523","asked her about the murder","питати у неї про"
"1525","weapon...)","зброю вбивства...)"
"1536","Before Mia died,","Перед смертю,"
"1538"," she wrote"," Мія написала записку"
"1540","a message with her own blood.","власною кров'ю."
"1542","She wrote it on the","Вона написала її на"
"1544","back of this receipt.","звороті цього чеку."
"1551","!","!"
"1554","Th-","Це-"
"1556","th-","ц-"
"1558","that's ","це "
"1561","MY name!","МОЄ ім'я!"
"1563","W-","Ч-"
"1565","why!?","чому!?"
"1569","Why would she write my name?","Чому вона написала моє ім'я?"
"1575","Please, ","Прошу, "
"1577","just calm down.","заспокойся."
"1583","W-","Ч-"
"1585","why would","чому сестричка"
"1587","Sis write my name?","написала моє ім'я?"
"1595","(Uh-","(Е-е-"
"1597","oh.","ох."
"1599"," Now I've done it...)"," Оце я наламав дров...)"
"1622","September 6","6 вересня"
"1624","Fey ＆ Co. Law Offices","Офіс фірми «Фей та партнери»."
"1635","(The office is filled","(Весь офіс переповнений"
"1637","with police officers.)","поліцейськими)"
"1639","(They're all busily searching","(Вони ретельно шукають"
"1641","for clues...)","зачіпки...)"
"1647","Hey! ","Гей! "
"1649","You there!","Он там!"
"1657","This is a crime scene,","Це місце злочину,"
"1659"," pal!"," друже!"
"1661","No trespassing!","Вхід заборонено!"
"1666","Umm...","Ем-м..."
"1668"," Sorry,"," Вибачте,"
"1670"," don't I"," хіба ми"
"1672","know you from somewhere?","з тобою не зустрічалися?"
"1675","Wait, ","Чекай, "
"1677","you're that Butz guy,","так ти ж той Батц,"
"1680","aren't you!","ще б пак!"
"1687","No,","Ні,"
"1689"," no,"," ні,"
"1691"," Phoenix Wright."," Фенікс Райт."
"1695","(How could anyone mistake","(Як хтось міг сплутати"
"1697","me for Larry!?)","мене з Ларрі)"
"1702","Ah,","Ой, "
"1704"," guess I got the"," мабуть я"
"1706","wrong name,","помилився з іменем,"
"1708"," Mr. Wright."," пане Райт."
"1711","Sorry 'bout that.","Вибачте."
"1713","That Butz guy,","Той Батц,"
"1715"," he was"," він ж"
"1717","a killer!","вбивця!"
"1719"," And you're"," А ви"
"1721","no killer! ","не вбивця!"
"1723","Right?","Та?"
"1728","(He WAS proven innocent...)","(його визнали НЕВИННИМ...)"
"1731","Umm...","Ну..."
"1733"," right."," так."
"1736","And you were...","А ви..."
"1746","Um...","Ем-м..."
"1748"," Gumshoe,"," Гамшу,"
"1750"," wasn't it?"," чи ні?"
"1753","Dick Gumshoe?","Дік Гамшу?"
"1759","Right!","Правильно!"
"1762","At your service.","До твоїх послуг."
"1768","Hang on!","Зачекай-но!"
"1770"," That's Detective"," Для тебе я"
"1772","Gumshoe to you,","детектив Гамшу,"
"1774"," pal!"," друже!"
"1780","Um... ","Ем-м... "
"1782","Suedeshoes,","Калошу,"
"1784"," wasn't it?"," так?"
"1790","That's me! ","Це я! "
"1792","Don't step on","Калуш..."
"1794","my blue suede shoes...","Стефанія, мамо, Стефанія..."
"1797","Wait! ","Чекай-но! "
"1802","That's a song,","Це ж гурт,"
"1804"," pal!"," друже!"
"1807","My name's Dick Gumshoe...","Моє ім'я Дік Гамшу..."
"1810","W-","Ч-"
"1812","wait!","чекай-но!"
"1815","That's ","Я для тебе "
"1819","Detective","детектив"
"1821","Gumshoe to you,","Гамшу,"
"1823"," pal!"," друже!"
"1829","Um...","Ем-м..."
"1831"," Gumtree,"," Гамбургер,"
"1833"," was it?","так?"
"1835","Detective Gumtree?","Детектив Гамбургер?"
"1841","G-","Г-"
"1843","Gumtree...?","гамбургер...?"
"1847","Gum doesn't grow","Не хочу"
"1849","on trees,","я ніяких гамбургерів,"
"1851"," pal!"," друже!"
"1855","And I'm the one in charge here","Я тут головний взагалі-то,"
"1857","so don't push your luck!","тож не наглій мені!"
"1863","(Whatever you say,","(Як забажаєте,"
"1866","Detective...)","детективе...)"
"1874","Anyway,","І так,"
"1876"," get the name right."," вивчи моє ім'я."
"1878","And don't go calling me","І не називай мене"
"1880","""Dick""...","«Дік»..."
"1887","Hey,","Агов,"
"1889"," Dick!"," Діку!"
"1891","Get over here!","Йди сюди!"
"1896","Y-","Т-"
"1900","yes, sir!","так точно, сер!"
"1902","B-","З-"
"1906","be right there!","зараз буду!"
"1915","Umm...","Ем-м..."
"1917"," ahem!"," кхе!"
"1920","You're her lawyer,","Ти її адвокат,"
"1922","right,","так,"
"1924"," pal?"," друже?"
"1926","If you got business here,","Якщо у тебе тут якісь справ —"
"1929","you'd better do it quick!","то якнайшвидше їх завершуй!"
"1936","(Whew! ","(Фух! "
"1938","He thinks I'm","Він думає, що я"
"1940","Maya's lawyer...!)","її адвокат...!)"
"1953","(I guess I've asked all","(Здається, я вже"
"1955","the questions I need to.)","запитав про все, що хотів.)"
"1960","You all done,","Ти закінчив,"
"1962"," pal?","друже?"
"1966","Um, ","Ем-м, "
"1968","yes,","так, "
"1970"," thank you."," дякую."
"1973","I'll be heading out now.","Я вже буду йти."
"1979","Oh,","Гей,"
"1981"," wait."," пожди."
"1983","One more thing I wanted","Я ще не все"
"1985","to mention to you.","сказав."
"1987","I don't suppose you're","Я сподіваюся ти не"
"1989","planning on talking to","плануєш розмовляти з"
"1991","that witness.","тою очевидицею."
"1993","Anyway,","Бо знаєш,"
"1995"," you'd better not!"," краще б тобі так не робити!"
"2000","No influencing the witness","Не замилюй їй очі"
"2002","with your lawyerly ways,","своїми адвокатськими штуками,"
"2004"," pal!"," друже!"
"2007","...","..."
"2018","(Come to think of it, I had","(Якщо замислитись, я"
"2020","completely forgotten about ","вже й забув про "
"2022","her...)","неї...)"
"2033","The...","На"
"2035"," witness?"," очевидицю?"
"2039","Yeah,","Та,"
"2041"," Miss April May."," пані Лілію Квітку."
"2044","I'm sorry 'bout this...","Вибач звісно..."
"2046","But I can't tell you","Але я не можу щось"
"2048","anything about her!","про неї розказати!"
"2054","(Well,","(Ну,"
"2056"," you just told me"," щойно ви сказали мені"
"2058","her name.","її ім'я."
"2060"," Miss May, huh?)"," Пані Квітка, га?)"
"2063","So you've sent her","То ви вже відпустили"
"2065","home already,","її"
"2067"," then?"," додому?"
"2074","Ahah! ","Ага! "
"2076","You're trying your","Знову на мені тестуєте"
"2078","lawyerly tricks on me now!","свої адвокатські штуки!"
"2080","She's not to go outside her","Вона не вийде з номеру"
"2082","room until the trial!","аж до засідання!"
"2087","(So...","(То..."
"2089"," she's still in the"," вона досі у"
"2091","hotel across the way.)","готелі навпроти.)"
"2094","I guess I should know better","Думаю немає"
"2096","than to try to get a","нікого кращого за детектива,"
"2098","detective to leak information.","який без вагань видає інформацію."
"2102","You got that right,","Гарно сказано,"
"2104"," pal!"," друже!"
"2109","(Time to pay a visit","(Час відвідати "
"2111","to Miss May!)","пані Квітку!)"
"2128","The door to the","Двері в"
"2130","chief's office.","офіс шефині."
"2132","The police are in there","Тут поліція"
"2134","searching for clues.","шукає зачіпки."
"2136","I'd better not go in.","Краще не влізати туди."
"2145","Mia's favorite potted plant.","Улюблена кімнатна рослина Мії."
"2147","I remember it had this","Пам'ятаю вона"
"2149","bizarre name no one","мала дивне ім'я,"
"2151","could ever remember.","яке ніхто не міг запам'ятати"
"2157","""Cordyline stricta,"" ","«Кордиліна пряма», "
"2159","pal!","друже!"
"2163","(Who was that!?)","(Що це?)"
"2172","There's a horrendous amount","Тут жахаюча кількість "
"2174","of legal books here.","юридичних книг."
"2176","Scarier still is that Mia","Страшніше лише те, що МІя,"
"2178","probably read all of these.","ймовірно, прочитала їх усіх."
"2186","The sky is blue,","Небо синє, і на"
"2188","and so am I...","душі синява..."
"2190","There's that hotel,","А ось і той"
"2193","right across the way.","готель навпроти."
"2201","Mia's desk.","Робочий стіл Мії."
"2203","Perfectly clean,","Чистенький аж"
"2205"," as always."," блищить"
"2207","The only thing it's","Тут лише "
"2209","missing is...","бракує її..."
"2211"," Mia."," Мії."
"2219","An old movie poster.","Стара кіноафіша."
"2221","Apparently,","Начебто"
"2223"," this was the"," це був перший фільм,"
"2225","first movie that made Mia","який змусив Мію"
"2227","cry when she saw it.","плакати під час перегляду."
"2229","I'll have to check it","Треба буде "
"2231","out one of these days.","колись переглянути."
"2240","About Ms. Fey...","Щодо пані Фей..."
"2243","did you do an autopsy?","є звіт з розтину?"
"2247","Hmm?","Га?"
"2250","You want to know","Ви хочете знати"
"2252","the results,","результати,"
"2254"," eh?"," еге ж?"
"2258","...","..."
"2262","Now ","Гей, "
"2266","don't you look","не дивися"
"2268","at me like that, pal!","на мене так, друже!"
"2271","It's no use!","Це марно!"
"2273","She might have been your","Вона була твоєю"
"2275","boss,","начальницею,"
"2277"," but that doesn't mean"," але це не означає, що до тебе має"
"2279","you get any special treatment.","бути якесь особливе ставлення."
"2284","Alright,","Гаразд,"
"2286"," alright."," добре."
"2289","You can see the report,","Можеш глянути звіт,"
"2292","but that's all!","але на цьому все!"
"2301","Autopsy Report added","Звіт з розтину Мії додано"
"2303","to the Court Record.","до матеріалів справи."
"2319","So,","Тож,"
"2321"," Mia's death was"," Мія померла"
"2323","instantaneous.","миттєво."
"2327","That's right, pal.","Маєш рацію, друже."
"2332","She was...","Вона була..."
"2334"," a beautiful person."," чудовою людиною."
"2340","You knew her,","Ви її знали,"
"2342"," Detective?"," детективе?"
"2346","Sure.","Звісно."
"2348"," All of us down at"," Всі в дільниці"
"2350","the precinct knew Ms. Fey.","знали пані Фей."
"2353","Much as it pains me to say","Як би не боляче було то"
"2355","this,","визнавати,"
"2357"," she was a darn good"," але вона була шикардосною"
"2359","lawyer.","адвокаткою."
"2370","Hey,","Агов,"
"2372"," "," "
"2374","what are you looking at?","на що ви дивитесь?"
"2378","I just got a little dust","Та просто сльоза у око"
"2380","in my eye,","у око потрапила,"
"2382"," that's all."," та й все."
"2390","Um,","Гм,"
"2392"," about Maya..."," про Маю..."
"2396","Yeah!","Так!"
"2399","I'm looking forward","Я з нетерпінням"
"2401","to the trial!","чекаю на суд!"
"2404","Sorry,","Вибач,"
"2406"," pal,"," друже,"
"2408"," but this is"," але у цій"
"2410","one trial you aren't","справі тобі не"
"2412","going to win!","не перемогти!"
"2419","W-","Ч-"
"2421","why do you say that?","чому ви таке кажете?"
"2425","The city's put Prosecutor","Прокуратура ухвалила"
"2427","Edgeworth on the prosecution!","Еджворта на сторону обвинувачення!"
"2433","(Edgeworth...)","(Еджворт...)"
"2439","I'm sure you know what","Ну, ти знаєш"
"2441","that means, you being a","про що я кажу,"
"2443","lawyer and all.","ти ж все таки адвокат."
"2455","Prosecutor Edgeworth...","Прокурор Еджворт..."
"2459","That's right,","Авжеж,"
"2461"," pal!"," друже!"
"2464","Mr. Miles Edgeworth himself!","Пан Майлз Еджворт, власною персоною!"
"2467","Wait...","Зачекай..."
"2469"," you do know him,"," ти ж знаєш хто це,"
"2472","don't you!?","правда?"
"2482","I know him.","Я знаю його."
"2484"," He's a feared"," Його бояться"
"2486","prosecutor.","усі."
"2488"," He doesn't feel","Він не відчуває"
"2490","pain,","болю,"
"2492"," he doesn't feel remorse."," не знає жалю."
"2494","He won't stop until he gets","Не спиниться поки не почує"
"2496","his ""guilty"" verdict.","вирок «винен»."
"2503","Aww,","А-у-у,"
"2505"," don't talk about him"," не кажи таке"
"2507","that way.","про нього."
"2509"," You make him"," Тебе послухати"
"2511","barely sound human!","то він справжній нелюд!"
"2514","Still,","Все ж таки,"
"2516"," I'm afraid this pretty"," боюся, це заздалегідь"
"2518","much decides the case.","вирішує усю справу."
"2524","(So, ","(Тож, "
"2526","Edgeworth is on this","там буде "
"2528","one...)","Еджворт...)"
"2530","(He hasn't lost a case since","(Він не програв жодної справи"
"2532","he became prosecutor at the","відтоді, як став прокурором —"
"2534","incredibly young age of 20.)","а було йому тоді лишень 20 років.)"
"2536","(Of course,","(Звісно,"
"2538"," there are rumors"," ходять чутки про"
"2540","of back-alley deals and","таємніі угоди і навіть"
"2542","forged evidence...)","фальсифікування доказів...)"
"2544","(All I know for sure is that","(Але я знаю точно —"
"2546","Edgeworth hates crime with","Еджворт ненавидить злочини"
"2548","an almost abnormal passion.)","майже до фанатизму.)"
"2556","Never heard of him.","Ніколи не чув про нього."
"2562","Whoa!","Ого!"
"2565","And you call yourself","І ти ще називаєш себе"
"2567","a lawyer,","адвокатом,"
"2569"," pal!?"," друже?"
"2571","About four years ago,","Близько чотирьох років тому,"
"2573"," this"," цей"
"2575","Edgeworth guy became a","Еджворт став прокурором"
"2577","prosecutor at the age of 20!","у 20 років!"
"2579","Everyone says he's a genius.","Всі кажуть, що він геній."
"2582","Surprised you don't know him!","Дивно що ти не чув про нього!"
"2588","(Of course I know him...","(Звісно що я знаю його..."
"2591","I was just playing dumb.)","Я просто дурника граю.)"
"2593","(He's a cold, heartless","(Він холоднокровна, бездушна"
"2595","machine who'll do anything","машина, яка зробить все"
"2597","to get a ""guilty"" verdict!)","щоб отримати вирок «винен!»)"
"2599","(There are rumors of ","(ходять чутки про "
"2601","back-alley deals and forged","таємні угоди і навіть фальсифікування"
"2603","evidence...)","доказів...)"
"2605","(All I know for sure is that","(Але я знаю точно —"
"2607","Edgeworth hates crime with","Еджворт ненавидить злочини"
"2609","an almost abnormal passion.)","майже до фанатизму.)"
"2619","(I never imagined I'd be","(Я й не думав що так скоро"
"2621","facing him so soon...)","побачу його...)"
"2632","Hmm?","Гм-м?"
"2634"," What's that?"," Що таке?"
"2640","Sorry,","Вибач,"
"2642"," pal,"," друже,"
"2644"," but I got no"," але я не маю"
"2646","info for the likes of you!","інформації для таких як ти!"
