"index","original_content","translated_content"
"278","much to do with the","це буде для мене"
"280","current case.","корисним."
"282","I'd be interested to know","Було б цікаво"
"284","what it contains...","прочитати, але..."
"286"," but I'll"," поки краще залишити"
"288","leave it alone for now.","в спокої."
"298","""'I have tarnished the Fey","«„Я зганьбила ім'я роду Фей“,"
"300","name.' Leaving only these","залишивши"
"302","words,","ці слова,"
"304"," my mother vanished."""," моя мати зникла»."
"306","""I was determined to find the","«Я воліла"
"308","ones who had made my mother","знайти тих, хто змусив мою"
"310","blame herself in this way.""","матір так звинувачувати себе»."
"312","""Using the ","«Використавши "
"314","power that","силу, що"
"316","runs in my family,","тече в жилах моєї родини,"
"318"," I held"," я поспілкувалася"
"320","an audience with the dead.""","з мерцями»."
"322","""Finally,","«Врешті-решт,"
"324"," the names of"," випливли імена"
"327","two men","двох"
"330"," surfaced."""," чоловіків»."
"332","""One was ","«Один з них —"
"334","Marvin Grossberg","Марвін Ґоверленн"
"337",",","."
"340","a lawyer who sold my mother's","Він — адвокат, який видав таємницю"
"342","information for riches.""","моєї матері заради грошей»."
"344","""The other was the man","«І другого чоловіка,"
"346","who sold that information","який видав цю"
"348","to the press.""","таємницю пресі»."
"350","""This ","«Ця "
"352","parasite","мерзота"
"354",",",","
"356"," who makes"," що нажила"
"358","his fortune on threats and","собі багатства на погрозах"
"360","coercion...""","та примусі...»"
"362","""His name is...""","«Його звали...»"
"368","Hmm.","Гм-м."
"370"," The record stops there."," На цьому запис обривається."
"372","...","..."
"374","So Mia knew Grossberg...","Мія знала Ґоверленна..."
"384","""T""...","""Т""..."
"386"," ""U""..."," «У»..."
"389","I know,","А тут,"
"391"," ""W""!"," «Ч»!"
"393"," ""White""!"," «Червуд»!"
"396","...","..."
"403","!","!"
"408","The entire ""W"" section","Відсутня вся"
"410","is missing!","секція «Ч»"
"412","Was it taken...?","Хто її забрав?.."
"422","Let's see...","Подивимося..."
"424"," ""J"" "," Від «П» "
"426","through ""S""...","до «С»..."
"428"," "," "
"430","Nothing much in here.","Тут нічого."
"432","Maybe I'll just","Може пробігтися очима"
"434","skim some of this?","по документам?"
"443","Nah...","Ні..."
"445"," this is taking"," забагато"
"447","too long.","часу забере."
"449"," Later."," Потім прочитаю."
"451","*yawn*","*позіхає*"
"454","I've never been good at","Ніколи не любив"
"456","reading these things.","читати такі речі."
"465","*sigh*","*позіхає*"
"467","Well,","Добре,"
"469"," no harm in flipping"," гірше не буде,"
"471","through a bit,","якщо трохи"
"473"," I guess..."," погортаю..."
"475","The biggest part's here","Найбільша частина тут"
"478","at the end in ""S""...","закінчується на «С...»"
"483","""Suicide""?","«Самогубства»?"
"485"," Eww..."," Фу-у..."
"487","She has a collection of","У неї ціла збірка"
"489","suicide reports.","звітів про самогубство."
"491"," There's"," Тут"
"493","politicians...","політики..."
"495"," policemen..."," поліцейські..."
"499","...","..."
"504","...!","!.."
"507","There's writing on most","Багацько з них мають"
"509","of these in pencil.","позначку олівцем."
"514","""White""...?","«Червуд»?.."
"517","This is Mia's handwriting.","Почерк належить Мії."
"519","Wait,","Стоп,"
"521"," I get it!"," я зрозумів!"
"524","Mia thought he was involved","Мія думала, що він дотичний"
"526","in these ""suicides""!","до всіх цих «самогубств»!"
"528","White drove them all to...","Червуд довів їх усіх до..."
"531","...","..."
"538","I can use these","Ці газетні вирізки можуть"
"540","newspaper clippings.","стати мені в пригоді."
"542","Hmm...","Гм-м..."
"544"," let's find the"," Треба знайти найжахливіші"
"546","most disturbing one...","статті..."
"554","Newspaper Clipping added","Газетні вирізки додано"
"556","to the Court Record.","до матеріалів справи."
"567","Shall I check Mia's","Може ще раз переглянути"
"569","files once more?","документи Мії?"
"578","Which file to check?","Яку папку переглянути?"
"588","I don't see much point","Нема сенсу більше"
"590","in checking files that","читати, велика частка документів"
"592","are missing all the key parts.","зникла."
"594","Argh.","Ааа."
"597","I give up.","Здаюся."
"605","Hmm...","Гм-м..."
"607"," not much in the"," більше нічого"
"609","""J-S"" section.","цікавого в ""П-С"" папках."
"611","I'm not sure reading suicide","Не думаю, що читання звітів про"
"613","accounts will be very good","самогубство буде добрим"
"615","for my mood...","для мене..."
"617","I think that's enough","Гаразд, достатньо"
"619","reading for today.","читанини на сьогодні."
"626","Let's see if there's","Подивимося, чи нема ще"
"628","anything else interesting","чогось цікавого"
"630","in the first file...","у першій папці..."
"632","Right,","Добре,"
"634"," the ""DL-6 incident""!"," «Інцидент DL-6»!"
"637","Wait...","Зачекайте-но..."
"639","The entire ""D"" file","Увесь вміст папки"
"641","is missing!","«Д» відсутній!"
"643","I'll bet someone","б'юся об заклад хтось"
"645","""borrowed"" this.","його «запозичив»."
"654","The sky is blue,","Небо синє і на"
"657","and so am I...","душі синява..."
"659","There's that hotel,","А ось і той"
"662","right across the way.","готель навпроти."
"671","Mia's desk.","Робочий стіл Мії."
"673","Perfectly clean,","Чистенький аж"
"675"," as always."," блищить"
"677","The only thing it's","Єдине чого тут не"
"679","missing is...","вистачає - це..."
"681"," Mia."," Мії."
"690","An old movie poster.","Стара кіноафіша."
"692","Apparently,","Мабуть,"
"694"," this was the"," це перший фільм, що"
"696","first movie that made Mia","змусив Мію плакати,"
"698","cry when she saw it.","коли вона дивилася його."
"700","I'll have to check it","Треба буде"
"702","out one of these days.","колись переглянути."
"712","No clues here.","Нічого корисного."
"728","September 7, 3:11 PM","7 вересня 15:11"
"730","Detention Center","Слідчий ізолятор"
"732","Visitor's Room","Кімната відвідувачів"
"753","Well hello!","Йой, привітик!"
"755","I didn't expect anyone to","Не очікувала гостей"
"757","visit me in such a dank","в такому затхлому "
"759","place as this...","місці..."
"761","It's really quite...","Знаєш, це дуже..."
"763"," moving."," зворушливо."
"771","Not!","Думав так я тебе зустріну?!"
"773"," You stinking lawyer!"," Смердюче"
"776","I hope you die!","адвокатисько! Бодай би ти сказився!"
"783","Have you come to laugh?","Прийшов посміятися?"
"786","Yes,","Ну,"
"788"," laugh at the fallen"," давай, посмійся з беззахисної "
"790","Miss May!","пані Квітки!"
"797","No,","Ні,"
"799"," not really,"," не для цього,"
"801"," there's"," я хотів"
"803","something I wanted to ask.","дещо запитати."
"807","Unfortunately,","На жаль,"
"809"," there is"," я не хочу,"
"811","nothing I want to BE asked.","тобі ПРО ЩОСЬ розказувати."
"815","Haven't you done enough","Минулого разу не"
"817","questioning,","вистачило?"
"819"," you..."," ти..."
"821","!","!"
"827","Spiky-head!","Їжакоголовий!"
"834","(Here we go again...)","(Ну, знову почалося...)"
"838","Please,","Перестаньте,"
"840"," you're scaring"," ви лякаєте"
"842","the security guard.","охоронця."
"846","...","..."
"852","So?","Ну?"
"854"," What is it you wish"," Про що тепер тобі"
"856","to ask of me,","кортить у мене"
"858"," then?"," запитати?"
"860"," Hmm?"," Га?"
"866","(For starters,","(Для початку,"
"868"," how did you"," відколи це ви стали"
"870","get to be so totally","такою скаженою!?)"
"872","whacked!?)","."
"884","This guard monitors","Охоронець стежить за "
"886","the visitor's room.","кімнатою відвідувачів."
"888","He hasn't moved an inch.","Він навіть не ворухнувся."
"891","A real pro,","Справжній"
"893"," this guy."," профі."
"895","Or maybe he just doesn't","Або йому рідко"
"897","get to see a lot of women","доводиться бачити таких"
"899","like Miss May in here.","жінок, як пані Квітка."
"907","Smile for the camera...","Усміхніться, вас знімає камера..."
"915","No clues here.","Нічого корисного."
"924","About the man who stayed","Про чоловіка, який перебував"
"926","with you in your hotel room...","в вашому готельному номері..."
"930","...","..."
"933","Can you tell me about him?","Розкажете про нього?"
"935","Where is he?","Де він?"
"939","C'mon...","Ну ж бо..."
"943","No way,","Дзуськи."
"945"," Jose.","."
"951","(Hmm...","(Гм..."
"953"," maybe if I had"," якби у мене було щось,"
"955","something to get her","що розв'яже її"
"957","to talk...)","язика...)"
"968","Why did you place a","Чому ви встановили"
"970","wiretap on Mia's phone?","жучок на телефон Мії?"
"976","Aww,","Ой,"
"978"," when you say it like"," ти це сказав"
"980","that it sounds so...","з таким..."
"982"," cold."," холодом."
"985","So criminal!","Ніби я злочиниця!"
"989","Um...","Ем-м..."
"991"," tapping people's"," прослуховувати телефони"
"993","phones is a crime,","людей - це злочин,"
"995"," Miss May."," пані Квітка."
"999","Oh,","Ого,"
"1001"," and I suppose you learned"," тебе мабуть цьому"
"1003","that in Lawyer School,","в адвокатському коледжі"
"1005"," hmm?"," навчили, так?"
"1008","Creep!","Йолоп!"
"1014","(This woman is impossible","(З нею просто"
"1016","to talk to...)","неможливо розмовляти...)"
"1027","Say...","Скажіть..."
"1029","Why are you so...","Чому ви така..."
"1031"," angry?"," зла?"
"1033","I mean,","В сенсі,"
"1035"," you don't look"," ви ж не виглядаєте"
"1038","like a bad person...","як жахлива людина..."
"1046","Ooh,","Це"
"1048"," that does it!"," остання крапля!"
"1055","Bottom-","Недолюдок,"
"1057","feeding,"," мерзотне,"
"1059"," scum-sucking"," жалюгідне"
"1061","lawyer!","адвокатисько!"
"1067","B-","Н-"
"1069","bottom...?","недолюдок...?"
"1073","(I can't tell,","(Не розумію,"
"1075"," does she have"," це вона ненавидить"
"1077","a thing against lawyers...","всіх адвокатів..."
"1080","or just against me?)","чи тільки мене?)"
"1091","Hey,","Гей,"
"1093"," guess what."," знаєш."
"1095","Actually,","Я."
"1097"," I,"," Мені."
"1099"," um,"," Гм,"
"1102","really hate your guts.","мені від тебе огидно."
"1104","So get lost.","Тому щезни."
"1106"," Because,"," Бо"
"1109","well,","співпрацювати"
"1111"," I'm not cooperating."," з тобою я не хочу."
"1116","(Thanks,","(Дякую,"
"1118"," I noticed.)"," я помітив.)"
"1135","YOU AGAIN!?","ЗНОВУ ТИ!?"
"1138","Can't you take a hint","Натяків не"
"1140","and stay gone?","розумієш? Зникни."
"1147","Hey,","Гей,"
"1149"," the only reason I'm"," єдина причина, чому"
"1151","back here is because YOU","я повернувся, тому що"
"1153","won't talk to me!","ВИ не хочете розмовляти!"
"1157","Oh,","Ой,"
"1159"," so it's "," то ЦЕ Я "
"1161","MY fault now?","винна?"
"1163","You don't just have spiky","В тебе не тільки колюча"
"1165","hair,","голова,"
"1167"," you also have a"," а ще й"
"1169","spiky heart!","колюче серце!"
"1174","(That does it.","(З мене досить."
"1176"," When this case"," Як закінчиться справа,"
"1178","is done I'm shaving my head.)"," піду і поголюся налисо.)"
"1188","This guard monitors","Охоронець стежить за"
"1190","the visitor's room.","кімнатою відвідувачів."
"1192","He hasn't moved an inch.","Він навіть не ворухнувся."
"1195","A real pro,","Справжній"
"1197"," this guy."," профі."
"1199","Or maybe he just doesn't","Або йому рідко"
"1201","get to see a lot of women","доводиться бачити таких"
"1203","like Miss May in here.","жінок, як пані Квітка."
"1211","Smile for the camera...","Усміхніться, вас знімає камера..."
"1220","No clues here.","Нічого корисного."
"1229","About the man who stayed","Про чоловіка, який перебував"
"1231","with you in your hotel room...","в вашому готельному номері..."
"1233","Can you tell me about him?","Розкажете про нього?"
"1236","Where is he?","Де він?"
"1243","I'm not telling!","Я не розмовляю!"
"1249","Look,","Послухайте,"
"1251"," he's being accused of"," його звинувачують"
"1253","murder!","у вбивстві!"
"1256"," I don't think you"," Не думаю, що ви"
"1258","want to be protecting him.","кортить його захищати."
"1262","Hmm.","Гм-м."
"1264"," Would you have sold"," А ти б здав"
"1266","out the late Ms. Fey to","покійну пані Фей"
"1268","the cops?","поліції?"
"1272","No.","Ні."
"1276","See?","Бачиш?"
"1283","(Damn!)","(Дідько!)"
"1286","(Hmm...","(Гм..."
"1288"," maybe if I had"," якби у мене було щось,"
"1290","something to get her","що розв'яже її"
"1292","to talk...)","язика...)"
"1303","Why did you place a","Чому ви встановили"
"1305","wiretap on Mia's phone?","жучок на телефон Мії?"
"1311","Aww,","Ой,"
"1313"," when you say it like"," ти це сказав"
"1315","that it sounds so...","з таким..."
"1317"," cold."," холодом."
"1320","So criminal!","Ніби я злочиниця!"
"1324","Um...","Ем-м..."
"1326"," tapping people's"," прослуховувати телефони"
"1328","phones is a crime,","людей - це злочин,"
"1330"," Miss May."," пані Квітка."
"1334","Oh,","Ой,"
"1336"," and I suppose you learned"," тебе мабуть цьому"
"1338","that in Lawyer School,","в адвокатському коледжі"
"1340"," hmm?"," навчили, так?"
"1343","Creep!","Йолоп!"
"1348","(This woman is impossible","(З нею просто"
"1350","to talk to...)","неможливо розмовляти...)"
"1360","Say...","Скажіть..."
"1362","Why are you so...","Чому ви така..."
"1364"," angry?"," зла?"
"1366","I mean,","В сенсі,"
"1368"," you don't look"," ви ж не виглядаєте"
"1371","like a bad person...","як жахлива людина..."
"1379","That does it,","Це остання крапля!"
"1381"," "," "
"1385","you bottom-","Недолюдок,"
"1388","feeding,","мерзотне,"
"1390"," scum-sucking lawyer!"," жалюгідне адвокатисько!"
"1396","B-","Н-"
"1398","bottom...?","недолюдок...?"
"1402","(I can't tell,","(Не розумію,"
"1404"," does she have"," це вона ненавидить"
"1406","a thing against lawyers...","всіх адвокатів..."
"1409","or just against me?)","чи тільки мене?)"
"1421","Any thoughts about","Що ви думаєте про"
"1423","this photograph?","цю фотографію?"
"1426","...","..."
"1429","Who's that?","Хто це?"
"1432","Your mother?","Твоя мамка?"
"1438","(...)","(...)"
"1443","(*sigh*","(*зітхає*"
"1445"," Looks like I've just"," Схоже, я зараз"
"1447","been wasting my time.)","просто згаяв час.)"
"1461","Have a look at this.","Погляньте на цю фотографію."
"1465","Look,","Слухай,"
"1467"," I've said several"," Я казала вже"
"1469","times,","кілька разів,"
"1471"," I'm not telling you..."," що не співпрацюю..."
"1477","!","!"
"1481","Where did you...?","Звідки ти...?"
"1489","(Ah hah!","Ого!"
"1491"," A reaction!)"," Як струмом вдарило!)"
"1494","This is him,","То це він,"
"1496"," isn't it?"," так?"
"1502","What?","Га?"
"1504"," Who?"," Хто?"
"1506"," When?"," Коли?"
"1508"," Why...?"," Чому...?"
"1512","It IS him.","це ВІН."
"1514","This is the man who stayed","Він перебував у"
"1516","in your hotel room the night","вашому готельному номері"
"1518","of the murder!","в ніч убивства!"
"1524","No!","Ні!"
"1526"," No,"," Ні,"
"1531"," that's not right."," неправда."
"1536","(Nice try,","(Добре зіграно,"
"1538"," Miss Cooperative.)"," пані співучасниця.)"
"1545","D-","Д-"
"1547","do you have proof","докази є, що"
"1549","that was him?","це він?"
"1551"," Hmm?"," Га?"
"1553","Y-","Т-"
"1555","yeah!","так!"
"1557"," Proof!"," Доказ!"
"1562"," Show me proof!"," Давай доказ!"
"1568","(I'm so close!)","(Майже дотиснув!)"
"1582","How about this photograph?","Як вам це фото?"
"1586","You're wasting ","Ти марнуєш "
"1589","your time!","свій час!"
"1592","My lips are sealed!","Мій рот на замку."
"1604","Could you have","Можете поглянути"
"1606","a look at this?","на це?"
"1613","What's that?","І що це?"
"1618","The bellboy's affidavit!","Свідчення посильного!"
"1622","It tells us everything he saw.","В ньому написано все, що він бачив."
"1625","Such as the man you","Наприклад, про чоловіка"
"1627","checked in with.","що з вами перебував."
"1632","Who was most definitely","Це точно був"
"1634","this guy.","саме він."
"1642","...!","...!"
"1646","88","88"
"1649","(Now I'm getting somewhere!)","(Нарешті пішло далі!)"
"1662","(This is it,","(Тепер, або"
"1664"," all or nothing!"," все, або нічого!"
"1667","Time to do a little bluff.)","Час трохи поблефувати.)"
"1673","No use playing dumb!","Не клейте з себе дурепу!"
"1677","(If,","(Якщо"
"1679"," indeed,"," ви звісно"
"1681"," that's an act.)"," просто граєте.)"
"1685","If you don't talk,","Якщо ви не скажете,"
"1687"," I'm taking"," я візьму і передам"
"1689","this info to the press!","всю інформацію пресі!"
"1694","W","Щ"
"1698","haaaaat!?","оооооо!?"
"1703","Even though he should've been","Він мав би піти як"
"1705","witness to murder,","свідок вбивства, але"
"1707"," your little"," ваш дорогий"
"1709","""friend"" was missing.","«товариш» кудись зник."
"1711","I'm sure the press would","Я впевнений пресі дуже"
"1713","have a field day with his","захочеться щось написати, "
"1715","reputation!","з його ж репутацією!"
"1722","...!","...!"
"1728","Ooooh!","Йоооой!"
"1733","Fine!","Гаразд!"
"1735"," I'll talk!"," Я все розкажу!"
"1737","You...","Ти..."
"1739"," you "," ти "
"1741","win,","переміг,"
"1743"," Lawyer."," Адвокат."
"1752","(Yes","(Ура"
"1754","!","!"
"1758","Man,","Боже,"
"1760"," that felt good!)"," як мед для вух!)"
"1762","(It's great to be alive!)","(Життя просто чудове!)"
"1768","Why are you pumping your","Ти чого так радісно"
"1770","fists in the air?","кулаками махаєш?"
"1778","*cough*","*прокашлявся*"
"1780","Now,","Тепер,"
"1782"," tell me about the"," розкажіть мені про"
"1784","man you were with.","чоловіка з яким ви були."
"1789","That man...","Цей чоловік..."
"1792","He's my boss.","Він мій бос."
"1795","Redd White,","Білл Червуд,"
"1797"," the president"," очільник"
"1799","of the information gathering","конгломерату зі збору"
"1801","conglomerate,","інформації,"
"1803"," Bluecorp."," «Синнікорп»."
"1809","(Redd...","(Білл..."
"1811"," White?)"," Червуд?)"
"1816","nformation gathering?""","Збір інформації?"
"1820","Well...","Добре..."
"1822"," I suppose you could"," Мабуть, можна назвати"
"1824","call it a detective agency.","це детективною агенцією."
"1828","Hmm...","Гм-м..."
"1830","So this is the man that","То це той чоловік, з"
"1832","was with you the night","яким ви перебували в"
"1834","of the murder?","ніч убивства?"
"1839","...","..."
"1845","I'm...","Мені..."
"1848","I'm scared to talk.","Мені страшно про це говорити."
"1852","I don't want to","Я не хочу"
"1854","end up ","закінчити"
"1856","like her!","як вона!"
"1865","(...!)","(...!)"
"1868","It's okay,","Все добре,"
"1870"," I'll just"," Я тоді"
"1872","ask Mr. White himself.","самотужки запитаю пана Червуда."
"1874","Can you tell me where","Можете мені сказати,"
"1876","Bluecorp is located?","де розташовується «Синнікорп»?"
"1880","...","..."
"1893","(Mr. Redd White,","(Пан Білл Червуд,"
"1895"," at last!)"," нарешті!)"
"1898","(Finally,","(Тепер,"
"1900"," a lead on this guy!)"," я знаю більше про нього!)"
"1903","(If April May couldn't have","(Якщо пані Лілія Квітка не"
"1905","done it,","зробила цього,"
"1907"," that leaves him!)"," то залишається він!)"
"1909","(Time to take action!)","(Час діяти!)"
"1924","Bellboy's Affidavit discarded.","Свідчення посильного викинуто."
"1944","(Okay,","(Гаразд,"
"1946"," okay..."," добре..."
"1948"," she's vulnerable"," вона беззахисна"
"1950","now.","треба."
"1952"," I should be gentle.)"," бути з нею м'якше.)"
"1956","Miss May...","Пані Квітко..."
"1959","It would be easy for me to ","Мені не важко "
"1961","hand this affidavit to the","віддати ці свідчення"
"1963","police.","поліції."
"1967","...","..."
"1971","If they get involved,","І якщо вони втрутяться,"
"1973"," wouldn't"," то чи не"
"1975","your boss be even more...","буде для вашого боса це..."
"1978","er...","е-е..."
"1980"," inconvenienced?"," неприємністю?"
"1982","All I want to do is have","Я хочу трохи"
"1984","a little chat with him.","поговорити з ним."
"1986","You won't tell me?","Ви не розкажете мені?"
"1991","...","..."
"1996","Is that all you have to say?","Це все що ти хотів сказати?"
"2003","Yes.","Так."
"2007","If it's so easy for you to","Якщо для тебе «дати"
"2009","""get the police involved,""","свідчення поліції» не важко"
"2011","then why don't you?","то чому ж ти вже не помчав?"
"2013","Somehow I think you're","Мені здається"
"2015","not up to it,","ти на це не здатен,"
"2017"," hmm?"," га?"
"2025","(Show them a little kindness","(Прояви до неї трохи доброти"
"2027","and they jump all over you!)","і вона тобі на голову сяде!)"
"2032","(That had the opposite","(Не такої реакції"
"2034","effect to what I hoped...)","я очікував...)"
"2040","Aww.","Ой-ой."
"2042"," *smirk*"," *усміхається*"
"2046","Poor little lawyer...","Дурненький малий адвокат..."
"2048","And you were so close!","А ти ж був так близько!"
"2053","(This isn't working...)","(Не вдалося...)"
"2055","(I think I've worn out this","(Здається, тепер цей клаптик "
"2057","piece of paper's usefulness.)","паперу мені не потрібен.)"
"2063","Dammit!","Дідько!"
"2069","Bellboy's Affidavit discarded.","Свідчення посильного викинуто."
"2076","(The man in this photo","(Мені цікавий"
"2078","is the one I want!)"," чоловік на фотографії!)"
"2080","(Why did April May not want","(Чому ж Лілія Квітка не"
"2082","to talk about it...","хоче розказувати про нього..."
"2084"," she must"," вона повинна"
"2086","know him!)","його знати!)"
"2097","Hey,","Гей,"
"2099"," guess what."," знаєш."
"2101","Actually,","Я."
"2103"," I,"," Мені."
"2105"," um,"," Гм,"
"2108","really hate your guts.","мені від тебе огидно."
"2110","So get lost,","Тому щезни."
"2112"," because,"," Бо"
"2115","well,","співпрацювати"
"2117"," I'm not cooperating."," з тобою я не хочу."
"2122","(Thanks,","(Дякую,"
"2124"," I noticed.)"," я помітив.)"
"2134","Apparently,","Схоже,"
"2136"," Miss May"," пані Квітка"
"2138","is in questioning.","на допиті."
"2140","I doubt they'll let me","Сумніваюся, що сьогодні"
"2142","talk to her today.","дозволять з нею поговорити."
"2150","This guard monitors","Охоронець стежить за"
"2152","the visitor's room.","кімнатою відвідувачів."
"2154","He hasn't moved an inch.","Він навіть не ворухнувся."
"2157","A real pro,","Справжній"
"2159"," this guy."," профі."
"2167","Smile for the camera...","Усміхніться, вас знімає камера..."
"2176","No clues here.","Нічого корисного."
"2196","September 8, 3:37 PM","7 вересня 15:37"
"2198","Detention Center","Слідчий ізолятор"
"2200","Visitor's Room","Кімната відвідувачів"
"2211","I can't believe it's only","Не віриться, що з"
"2213","been a day since the first","першого засідання минув"
"2215","trial.","лише день."
"2217","My trial begins tomorrow.","Мій суд буде завтра."
"2219","White's going to","Червуд збирається"
"2221","set a trap for me.","заманити мене в пастку"
"2223","And the prosecution will","І звісно вся прокуратура"
"2226","be in on it,","включно"
"2228"," of "," з "
"2230","course.","Еджвортом."
"2233","Edgeworth,","З ним"
"2235"," included.","у змові."
"2237","An attorney was assigned to","Вчора мені призначили"
"2239","me by the state,","державного"
"2241"," yesterday."," адвоката."
"2243","I refused.","Я відмовився."
"2246","I had an idea.","В мене з'явилася ідея."
"2250","...","..."
"2252","Wright!","Райт!"
"2256","Mr. Wright!","Пане Райт!"
"2270","Oh,","Йой,"
"2272"," Maya!"," Мая!"
"2274","Great,","Чудово, що"
"2276"," they let you"," тебе випустили"
"2278","out of detention.","з під варти."
"2282","Just now,","Так,"
"2284"," yes."," щойно."
"2290","It's all thanks to you!","І все завдяки вам!"
"2295","Hah.","Ха."
"2297"," Now I'm afraid we've"," Боюся, ми лише"
"2299","switched places.","помінялися місцями."
"2305","What?","Це як?"
"2307"," You mean,"," Кажете,"
"2309"," you...?"," вас...?"
"2322","I explained what had","Я пояснив Маї,"
"2324","happened to Maya.","що зі мною сталося."
"2326","...","..."
"2341","I don't believe it!","Не вірю!"
"2343","How many people does that man","Скільки ще людей йому"
"2345","need to destroy before he's","треба знищити, аби"
"2347","satisfied!?","він"
"2349"," My mother..."," зупинився!? Маму..."
"2351","My sister...","Сестричку..."
"2353","And now you!","А тепер вас!"
"2360","This has gone too far!","Вдосталь!"
"2363","Mr. Wright,","Пане Райт,"
"2365"," please tell me,"," скажіть,"
"2370","is there anything I can do?","Я можу чимось зарадити?"
"2376","Um...","Гм..."
"2378"," well..."," ну..."
"2389","Alright,","Добре,"
"2391"," you can be my"," ти можеш завтра"
"2393","defense lawyer tomorrow!","захищати мене в суді!"
"2400","Alright!","Авжеж!"
"2404","Huh?","Що? Я..."
"2411","Leave it to me!","Залиш мені!"
"2413"," I am Mia's"," Я сестра"
"2415","sister,","Мії,"
"2417"," after all!"," взагалі-то!"
"2419"," Lawyership"," Адвокатура"
"2421","runs in our blood!","в нашій крові!"
"2426","(Wasn't it ghost powers","(Хіба не "
"2428"," that"," потойбічні"
"2430","ran in your blood...?)","здібності...?)"
"2436","I'd better run to the","Зара забіжу до книгарні"
"2438","bookstore and pick up a copy","взяти примірник"
"2440","of ""Law for Rookies.""","«Закону для чайників»"
"2448","Well,","Гаразд,"
"2450"," you could cheer"," можеш підтримати"
"2452","for me in court.","мене в суді."
"2458","Cheer for you?","Підтримати вас?"
"2462","You mean...","Хочете сказати..."
"2464"," like a"," як"
"2466","cheerleader?","уболівальниця?"
"2470","Huh?","Га?"
"2472"," Um,"," Е-е-е,"
"2474"," yeah,"," та,"
"2476"," like that."," якось так."
"2483","Alright!","Гаразд!"
"2487","Leave it to me!","Доручіть це мені!"
"2491","Huh?","Що?"
"2495","I'd better go get a uniform","Зара забіжу взяти форму"
"2497","and some pom-poms...!","та кілька помпонів...!"
"2505","Right.","Так."
"2507"," Okay,"," Гаразд,"
"2509"," listen up."," слухай."
"2512","I want you to help me break","Я хочу, аби ти допомогла"
"2514","out of here!","втекти мені звідси!"
"2521","You mean...","Хочете сказати..."
"2523"," a jail break?"," втекти з ізолятора?"
